Product Pair,Frequency
"('Bevis Round Bullnose 29"" High Table Top', 'Sony 16GB Class 10 Micro SDHC R40 Memory Card')",1
"('Newell 32', 'Sony 16GB Class 10 Micro SDHC R40 Memory Card')",1
"('Fellowes Bases and Tops For Staxonsteel/High-Stak Systems', 'Mediabridge Sport Armband iPhone 5s')",1
"('Belkin 8 Outlet Surge Protector', 'GBC ProClick Punch Binding System')",1
"('Belkin 8 Outlet Surge Protector', 'Xerox 1992')",1
"('GBC ProClick Punch Binding System', 'Xerox 1992')",1
"('Multi-Use Personal File Cart and Caster Set, Three Stacking Bins', 'OIC #2 Pencils, Medium Soft')",1
"('Hewlett-Packard Deskjet 6540 Color Inkjet Printer', 'Xerox 1963')",1
"('Enermax Acrylux Wireless Keyboard', 'Xerox 1983')",1
"('Avery 512', 'GBC Recycled Regency Composition Covers')",1
"('Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets', 'Boston Home & Office Model 2000 Electric Pencil Sharpeners')",1
"('Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets', 'Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset')",1
"('Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset')",1
"('Eldon 200 Class Desk Accessories, Burgundy', 'Samsung Galaxy S4')",1
"('Hon Olson Stacker Stools', 'OIC Binder Clips, Mini, 1/4"" Capacity, Black')",1
"('Acco Translucent Poly Ring Binders', 'Maxell 74 Minute CD-R Spindle, 50/Pack')",1
"('#10 White Business Envelopes,4 1/8 x 9 1/2', 'Newell 34')",1
"('#10 White Business Envelopes,4 1/8 x 9 1/2', 'Polycom CX300 Desktop Phone USB VoIP phone')",1
"('#10 White Business Envelopes,4 1/8 x 9 1/2', 'Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book')",1
"('#10 White Business Envelopes,4 1/8 x 9 1/2', 'Xerox 1971')",1
"('Newell 34', 'Polycom CX300 Desktop Phone USB VoIP phone')",1
"('Newell 34', 'Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book')",1
"('Newell 34', 'Xerox 1971')",1
"('Polycom CX300 Desktop Phone USB VoIP phone', 'Staples')",1
"('Polycom CX300 Desktop Phone USB VoIP phone', 'Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book')",1
"('Polycom CX300 Desktop Phone USB VoIP phone', 'Xerox 1971')",1
"('Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book', 'Xerox 1971')",1
"('Staples', 'Wilson SignalBoost 841262 DB PRO Amplifier Kit')",1
"('Avery 509', 'DAX Metal Frame, Desktop, Stepped-Edge')",1
"('Avery 509', 'Global Stack Chair with Arms, Black')",1
"('Avery 509', 'Xerox 1942')",1
"('DAX Metal Frame, Desktop, Stepped-Edge', 'Global Stack Chair with Arms, Black')",1
"('DAX Metal Frame, Desktop, Stepped-Edge', 'Xerox 1942')",1
"('Global Stack Chair with Arms, Black', 'Xerox 1942')",1
"('Acco Perma 3000 Stacking Storage Drawers', 'Computer Printout Paper with Letter-Trim Perforations')",1
"('Acco Perma 3000 Stacking Storage Drawers', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Acco Perma 3000 Stacking Storage Drawers', 'Prang Dustless Chalk Sticks')",1
"('Acco Perma 3000 Stacking Storage Drawers', 'Tennsco 6- and 18-Compartment Lockers')",1
"('Computer Printout Paper with Letter-Trim Perforations', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Computer Printout Paper with Letter-Trim Perforations', 'Prang Dustless Chalk Sticks')",1
"('Computer Printout Paper with Letter-Trim Perforations', 'Tennsco 6- and 18-Compartment Lockers')",1
"('Padded Folding Chairs, Black, 4/Carton', 'Prang Dustless Chalk Sticks')",1
"('Padded Folding Chairs, Black, 4/Carton', 'Tennsco 6- and 18-Compartment Lockers')",1
"('Prang Dustless Chalk Sticks', 'Tennsco 6- and 18-Compartment Lockers')",1
"('AT&T 1080 Corded phone', ""O'Sullivan Living Dimensions 2-Shelf Bookcases"")",1
"('AT&T 1080 Corded phone', 'Pyle PMP37LED')",1
"('AT&T 1080 Corded phone', 'Recycled Pressboard Report Cover with Reinforced Top Hinge')",1
"(""O'Sullivan Living Dimensions 2-Shelf Bookcases"", 'Pyle PMP37LED')",1
"(""O'Sullivan Living Dimensions 2-Shelf Bookcases"", 'Recycled Pressboard Report Cover with Reinforced Top Hinge')",1
"('Pyle PMP37LED', 'Recycled Pressboard Report Cover with Reinforced Top Hinge')",1
"('Kensington Expert Mouse Optical USB Trackball for PC or Mac', 'Tops Wirebound Message Log Books')",1
"('SAFCO Arco Folding Chair', 'Safco Contoured Stacking Chairs')",1
"('Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back', 'Panasonic Kx-TS550')",1
"('Padded Folding Chairs, Black, 4/Carton', 'Panasonic Kx-TS550')",1
"('Accohide Poly Flexible Ring Binders', 'Avery 480')",1
"('Accohide Poly Flexible Ring Binders', 'Avery Durable Slant Ring Binders With Label Holder')",1
"('Accohide Poly Flexible Ring Binders', 'Panasonic KX TS208W Corded phone')",1
"('Accohide Poly Flexible Ring Binders', 'Xerox 1917')",1
"('Avery 480', 'Avery Durable Slant Ring Binders With Label Holder')",1
"('Avery 480', 'Panasonic KX TS208W Corded phone')",1
"('Avery 480', 'Xerox 1917')",1
"('Avery Durable Slant Ring Binders With Label Holder', 'Panasonic KX TS208W Corded phone')",1
"('Avery Durable Slant Ring Binders With Label Holder', 'Xerox 1917')",1
"('Panasonic KX TS208W Corded phone', 'Xerox 1917')",1
"('Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors', 'GE 4 Foot Flourescent Tube, 40 Watt')",1
"('Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink', 'Cardinal Holdit Business Card Pockets')",1
"('Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink', 'Computer Room Manger, 14""')",1
"('Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink', 'Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms')",1
"('Cardinal Holdit Business Card Pockets', 'Computer Room Manger, 14""')",1
"('Cardinal Holdit Business Card Pockets', 'Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms')",1
"('Computer Room Manger, 14""', 'Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms')",1
"('Acco Side-Punched Conventional Columnar Pads', 'Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors')",1
"('Acco Side-Punched Conventional Columnar Pads', 'Avery 501')",1
"('Acco Side-Punched Conventional Columnar Pads', 'Bulldog Vacuum Base Pencil Sharpener')",1
"('Acco Side-Punched Conventional Columnar Pads', 'Maxell 4.7GB DVD-R')",1
"('Acco Side-Punched Conventional Columnar Pads', 'Xerox 229')",1
"('Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors', 'Avery 501')",1
"('Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors', 'Bulldog Vacuum Base Pencil Sharpener')",1
"('Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors', 'Maxell 4.7GB DVD-R')",1
"('Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors', 'Xerox 229')",1
"('Avery 501', 'Bulldog Vacuum Base Pencil Sharpener')",1
"('Avery 501', 'Maxell 4.7GB DVD-R')",1
"('Avery 501', 'Xerox 229')",1
"('Bulldog Vacuum Base Pencil Sharpener', 'Maxell 4.7GB DVD-R')",1
"('Bulldog Vacuum Base Pencil Sharpener', 'Xerox 229')",1
"('Maxell 4.7GB DVD-R', 'Xerox 229')",1
"('Sauder Inglewood Library Bookcases', 'VTech DS6151')",1
"('Sauder Inglewood Library Bookcases', 'netTALK DUO VoIP Telephone Service')",1
"('VTech DS6151', 'netTALK DUO VoIP Telephone Service')",1
"('Avery 499', 'Wirebound Message Book, 4 per Page')",1
"('Carina 42""Hx23 3/4""W Media Storage Unit', ""Global Push Button Manager's Chair, Indigo"")",1
"('Carina 42""Hx23 3/4""W Media Storage Unit', 'Newell 330')",1
"(""Global Push Button Manager's Chair, Indigo"", 'Newell 330')",1
"('Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'Ibico Hi-Tech Manual Binding System')",1
"('Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'Newell 31')",1
"('Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('Ibico Hi-Tech Manual Binding System', 'Newell 31')",1
"('Ibico Hi-Tech Manual Binding System', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('Newell 31', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('4009 Highlighters by Sanford', ""O'Sullivan Elevations Bookcase, Cherry Finish"")",1
"('4009 Highlighters by Sanford', 'Tennsco 6- and 18-Compartment Lockers')",1
"(""O'Sullivan Elevations Bookcase, Cherry Finish"", 'Tennsco 6- and 18-Compartment Lockers')",1
"('Clear Mylar Reinforcing Strips', 'Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page')",1
"('Avery Hi-Liter Fluorescent Desk Style Markers', 'Xerox 1972')",1
"('Avery 51', 'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack')",1
"('Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter', 'Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats')",1
"('Avery 516', 'NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router')",1
"('Avery 516', 'Xerox 1995')",1
"('NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router', 'Xerox 1995')",1
"('Bevis Round Conference Room Tables and Bases', 'Global Deluxe Stacking Chair, Gray')",1
"('Global Enterprise Series Seating High-Back Swivel/Tilt Chairs', 'Iris Project Case')",1
"('File Shuttle II and Handi-File, Black', 'Tennsco Commercial Shelving')",1
"('AT&T TR1909W', 'HP Standard 104 key PS/2 Keyboard')",1
"('AT&T TR1909W', 'Nokia Lumia 521 (T-Mobile)')",1
"('HP Standard 104 key PS/2 Keyboard', 'Nokia Lumia 521 (T-Mobile)')",1
"('Avery White Multi-Purpose Labels', 'Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry')",1
"('Avery White Multi-Purpose Labels', 'Jabra SPEAK 410')",1
"('Avery White Multi-Purpose Labels', 'Luxo Economy Swing Arm Lamp')",1
"('Avery White Multi-Purpose Labels', 'Memorex Froggy Flash Drive 4 GB')",1
"('Avery White Multi-Purpose Labels', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry', 'Jabra SPEAK 410')",1
"('Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry', 'Luxo Economy Swing Arm Lamp')",1
"('Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry', 'Memorex Froggy Flash Drive 4 GB')",1
"('Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Jabra SPEAK 410', 'Luxo Economy Swing Arm Lamp')",1
"('Jabra SPEAK 410', 'Memorex Froggy Flash Drive 4 GB')",1
"('Jabra SPEAK 410', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Luxo Economy Swing Arm Lamp', 'Memorex Froggy Flash Drive 4 GB')",1
"('Luxo Economy Swing Arm Lamp', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Memorex Froggy Flash Drive 4 GB', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Newell 333', 'Xerox 1966')",1
"('Newell 333', 'Xerox 1967')",1
"('Xerox 1966', 'Xerox 1967')",1
"('GBC Durable Plastic Covers', 'Xerox 232')",1
"('Avery 506', 'Avery 518')",1
"('Avery 506', 'Fellowes Super Stor/Drawer')",1
"('Avery 506', 'Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)')",1
"('Avery 518', 'Fellowes Super Stor/Drawer')",1
"('Avery 518', 'Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)')",1
"('Fellowes Super Stor/Drawer', 'Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)')",1
"('Avery Poly Binder Pockets', 'Seth Thomas 14"" Day/Date Wall Clock')",1
"('Acme Stainless Steel Office Snips', 'Avery Triangle Shaped Sheet Lifters, Black, 2/Pack')",1
"('Acme Stainless Steel Office Snips', 'Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back')",1
"('Avery Triangle Shaped Sheet Lifters, Black, 2/Pack', 'Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back')",1
"('Acme Office Executive Series Stainless Steel Trimmers', 'Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables')",1
"('Acme Office Executive Series Stainless Steel Trimmers', 'Wilson Jones Century Plastic Molded Ring Binders')",1
"('Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables', 'Wilson Jones Century Plastic Molded Ring Binders')",1
"('LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite', 'Strathmore #10 Envelopes, Ultimate White')",1
"('Acco 6 Outlet Guardian Premium Surge Suppressor', 'Micropad Numeric Keypads')",1
"('Hon Every-Day Series Multi-Task Chairs', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Economy Rollaway Files', 'Hunt Boston Vacuum Mount KS Pencil Sharpener')",1
"('DIXON Oriole Pencils', 'Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock')",1
"('DIXON Oriole Pencils', 'Xerox 1909')",1
"('Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock', 'Xerox 1909')",1
"('Ativa V4110MDD Micro-Cut Shredder', ""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"")",1
"('Ativa V4110MDD Micro-Cut Shredder', 'KI Adjustable-Height Table')",1
"('Ativa V4110MDD Micro-Cut Shredder', 'Spigen Samsung Galaxy S5 Case Wallet')",1
"('Ativa V4110MDD Micro-Cut Shredder', 'Vtech CS6719')",1
"('Ativa V4110MDD Micro-Cut Shredder', 'Xerox 198')",1
"(""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"", 'KI Adjustable-Height Table')",1
"(""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"", 'Spigen Samsung Galaxy S5 Case Wallet')",1
"(""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"", 'Staples')",1
"(""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"", 'Vtech CS6719')",1
"(""Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room"", 'Xerox 198')",1
"('KI Adjustable-Height Table', 'Spigen Samsung Galaxy S5 Case Wallet')",1
"('KI Adjustable-Height Table', 'Vtech CS6719')",1
"('KI Adjustable-Height Table', 'Xerox 198')",1
"('Spigen Samsung Galaxy S5 Case Wallet', 'Staples')",1
"('Spigen Samsung Galaxy S5 Case Wallet', 'Vtech CS6719')",1
"('Spigen Samsung Galaxy S5 Case Wallet', 'Xerox 198')",1
"('Staples', 'Vtech CS6719')",1
"('Staples', 'Xerox 198')",1
"('Vtech CS6719', 'Xerox 198')",1
"('Avery Durable Binders', 'Wilson SignalBoost 841262 DB PRO Amplifier Kit')",1
"('Avery Hole Reinforcements', 'Super Bands, 12/Pack')",1
"('Fluorescent Highlighters by Dixon', 'Hon Deluxe Fabric Upholstered Stacking Chairs')",1
"('Fluorescent Highlighters by Dixon', 'Stockwell Push Pins')",1
"('Fluorescent Highlighters by Dixon', 'Xerox 195')",1
"('Hon Deluxe Fabric Upholstered Stacking Chairs', 'Stockwell Push Pins')",1
"('Hon Deluxe Fabric Upholstered Stacking Chairs', 'Xerox 195')",1
"('Stockwell Push Pins', 'Xerox 195')",1
"('Airmail Envelopes', 'Global Stack Chair without Arms, Black')",1
"('Airmail Envelopes', 'Innergie mMini Combo Duo USB Travel Charging Kit')",1
"('Global Stack Chair without Arms, Black', 'Innergie mMini Combo Duo USB Travel Charging Kit')",1
"('Tenex Chairmats For Use With Carpeted Floors', 'Vtech CS6719')",1
"('Avery Durable Binders', 'Storex DuraTech Recycled Plastic Frosted Binders')",1
"('Brown Kraft Recycled Envelopes', 'Fellowes Stor/Drawer Steel Plus Storage Drawers')",1
"('Brown Kraft Recycled Envelopes', 'Plantronics S12 Corded Telephone Headset System')",1
"('Brown Kraft Recycled Envelopes', 'Staples')",1
"('Fellowes Stor/Drawer Steel Plus Storage Drawers', 'Plantronics S12 Corded Telephone Headset System')",1
"('Plantronics S12 Corded Telephone Headset System', 'Staples')",1
"('DAX Wood Document Frame', 'Staples')",1
"('Advantus T-Pin Paper Clips', 'Avery 516')",1
"('Advantus T-Pin Paper Clips', 'Clarity 53712')",1
"('Advantus T-Pin Paper Clips', 'Wi-Ex zBoost YX540 Cellular Phone Signal Booster')",1
"('Avery 516', 'Clarity 53712')",1
"('Avery 516', 'Wi-Ex zBoost YX540 Cellular Phone Signal Booster')",1
"('Clarity 53712', 'Wi-Ex zBoost YX540 Cellular Phone Signal Booster')",1
"('American Pencil', 'Avery 492')",1
"('American Pencil', 'Samsung Galaxy S4 Active')",1
"('American Pencil', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue')",1
"('American Pencil', 'Xerox 1919')",1
"('Avery 492', 'Samsung Galaxy S4 Active')",1
"('Avery 492', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue')",1
"('Avery 492', 'Xerox 1919')",1
"('Samsung Galaxy S4 Active', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue')",1
"('Samsung Galaxy S4 Active', 'Xerox 1919')",1
"('Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue', 'Xerox 1919')",1
"('Maxell 74 Minute CD-R Spindle, 50/Pack', 'Memorex Froggy Flash Drive 4 GB')",1
"('BIC Brite Liner Grip Highlighters, Assorted, 5/Pack', 'Global Airflow Leather Mesh Back Chair, Black')",1
"('BIC Brite Liner Grip Highlighters, Assorted, 5/Pack', 'Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)')",1
"('Global Airflow Leather Mesh Back Chair, Black', 'Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)')",1
"('BPI Conference Tables', 'Dana Swing-Arm Lamps')",1
"('BPI Conference Tables', 'Fellowes Stor/Drawer Steel Plus Storage Drawers')",1
"('BPI Conference Tables', 'Hon 4-Shelf Metal Bookcases')",1
"('BPI Conference Tables', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders')",1
"('Dana Swing-Arm Lamps', 'Fellowes Stor/Drawer Steel Plus Storage Drawers')",1
"('Dana Swing-Arm Lamps', 'Hon 4-Shelf Metal Bookcases')",1
"('Dana Swing-Arm Lamps', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders')",1
"('Fellowes Stor/Drawer Steel Plus Storage Drawers', 'Hon 4-Shelf Metal Bookcases')",1
"('Fellowes Stor/Drawer Steel Plus Storage Drawers', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders')",1
"('Hon 4-Shelf Metal Bookcases', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders')",1
"('9-3/4 Diameter Round Wall Clock', 'Avery 514')",1
"('9-3/4 Diameter Round Wall Clock', 'Cisco SPA508G')",1
"('9-3/4 Diameter Round Wall Clock', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('9-3/4 Diameter Round Wall Clock', 'Staples')",1
"('Avery 514', 'Cisco SPA508G')",1
"('Avery 514', 'Global Commerce Series High-Back Swivel/Tilt Chairs')",1
"('Avery 514', 'Staples')",1
"('Cisco SPA508G', 'Staples')",1
"('Global Commerce Series High-Back Swivel/Tilt Chairs', 'Staples')",1
"('Ibico Covers for Plastic or Wire Binding Elements', 'Newell 351')",1
"('Hewlett Packard 610 Color Digital Copier / Printer', 'Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk')",1
"('Avery 513', 'Contract Clock, 14"", Brown')",1
"('Avery 513', 'Recycled Steel Personal File for Standard File Folders')",1
"('Contract Clock, 14"", Brown', 'Recycled Steel Personal File for Standard File Folders')",1
"('BOSTON Ranger #55 Pencil Sharpener, Black', 'Griffin GC36547 PowerJolt SE Lightning Charger')",1
"('BOSTON Ranger #55 Pencil Sharpener, Black', 'Tensor Track Tree Floor Lamp')",1
"('BOSTON Ranger #55 Pencil Sharpener, Black', 'iOttie HLCRIO102 Car Mount')",1
"('Griffin GC36547 PowerJolt SE Lightning Charger', 'Tensor Track Tree Floor Lamp')",1
"('Griffin GC36547 PowerJolt SE Lightning Charger', 'iOttie HLCRIO102 Car Mount')",1
"('Tensor Track Tree Floor Lamp', 'iOttie HLCRIO102 Car Mount')",1
"('Bevis Rectangular Conference Tables', 'Geographics Note Cards, Blank, White, 8 1/2"" x 11""')",1
"('Deflect-o Glass Clear Studded Chair Mats', 'Xerox 1949')",1
"('Euro-Pro Shark Turbo Vacuum', 'Motorola Droid Maxx')",1
"('Euro-Pro Shark Turbo Vacuum', 'Xerox 1990')",1
"('Motorola Droid Maxx', 'Xerox 1990')",1
"('Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack', 'Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black')",1
"('Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack', 'Plantronics 81402')",1
"('Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black', 'Plantronics 81402')",1
"('Belkin F9G930V10-GRY 9 Outlet Surge', 'Staples')",1
"('Belkin F9G930V10-GRY 9 Outlet Surge', 'Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page')",1
"('Staples', 'Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page')",1
"('Flexible Leather- Look Classic Collection Ring Binder', 'Global High-Back Leather Tilter, Burgundy')",1
"('Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier', 'DMI Arturo Collection Mission-style Design Wood Chair')",1
"('Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier', 'NETGEAR N750 Dual Band Wi-Fi Gigabit Router')",1
"('Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier', 'Panasonic Kx-TS550')",1
"('Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier', 'Trav-L-File Heavy-Duty Shuttle II, Black')",1
"('DMI Arturo Collection Mission-style Design Wood Chair', 'NETGEAR N750 Dual Band Wi-Fi Gigabit Router')",1
"('DMI Arturo Collection Mission-style Design Wood Chair', 'Panasonic Kx-TS550')",1
"('DMI Arturo Collection Mission-style Design Wood Chair', 'Trav-L-File Heavy-Duty Shuttle II, Black')",1
"('NETGEAR N750 Dual Band Wi-Fi Gigabit Router', 'Panasonic Kx-TS550')",1
"('NETGEAR N750 Dual Band Wi-Fi Gigabit Router', 'Trav-L-File Heavy-Duty Shuttle II, Black')",1
"('Panasonic Kx-TS550', 'Trav-L-File Heavy-Duty Shuttle II, Black')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Classic Ivory Antique\xa0Telephone\xa0ZL1810')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'GBC DocuBind TL300 Electric Binding System')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Geemarc AmpliPOWER60')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Universal Recycled Hanging Pressboard Report Binders, Letter Size')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Wirebound Message Book, 4 per Page')",1
"('Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Xerox 1893')",1
"('Classic Ivory Antique\xa0Telephone\xa0ZL1810', 'GBC DocuBind TL300 Electric Binding System')",1
"('Classic Ivory Antique\xa0Telephone\xa0ZL1810', 'Geemarc AmpliPOWER60')",1
"('Classic Ivory Antique\xa0Telephone\xa0ZL1810', 'Universal Recycled Hanging Pressboard Report Binders, Letter Size')",1
"('Classic Ivory Antique\xa0Telephone\xa0ZL1810', 'Wirebound Message Book, 4 per Page')",1
"('Classic Ivory Antique\xa0Telephone\xa0ZL1810', 'Xerox 1893')",1
"('GBC DocuBind TL300 Electric Binding System', 'Geemarc AmpliPOWER60')",1
"('GBC DocuBind TL300 Electric Binding System', 'Universal Recycled Hanging Pressboard Report Binders, Letter Size')",1
"('GBC DocuBind TL300 Electric Binding System', 'Wirebound Message Book, 4 per Page')",1
"('GBC DocuBind TL300 Electric Binding System', 'Xerox 1893')",1
"('Geemarc AmpliPOWER60', 'Universal Recycled Hanging Pressboard Report Binders, Letter Size')",1
"('Geemarc AmpliPOWER60', 'Wirebound Message Book, 4 per Page')",1
"('Geemarc AmpliPOWER60', 'Xerox 1893')",1
"('Universal Recycled Hanging Pressboard Report Binders, Letter Size', 'Wirebound Message Book, 4 per Page')",1
"('Universal Recycled Hanging Pressboard Report Binders, Letter Size', 'Xerox 1893')",1
"('Wirebound Message Book, 4 per Page', 'Xerox 1893')",1
"('Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream', 'Xerox 1895')",1
"('Prestige Round Ring Binders', 'Xerox 216')",1
"('Acco Perma 4000 Stacking Storage Drawers', 'Avery Self-Adhesive Photo Pockets for Polaroid Photos')",1
"('Acco Perma 4000 Stacking Storage Drawers', 'Hon Racetrack Conference Tables')",1
"('Acco Perma 4000 Stacking Storage Drawers', 'Tenex Antistatic Computer Chair Mats')",1
"('Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Hon Racetrack Conference Tables')",1
"('Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Tenex Antistatic Computer Chair Mats')",1
"('Hon Racetrack Conference Tables', 'Tenex Antistatic Computer Chair Mats')",1
"('RCA Visys Integrated PBX 8-Line Router', 'Xerox 226')",1
"('Grandstream GXP1160 VoIP phone', 'Samsung Galaxy Note 3')",1
"('Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""', 'Balt Split Level Computer Training Table')",1
"('Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""', 'Lifetime Advantage Folding Chairs, 4/Carton')",1
"('Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""', 'Newell 335')",1
"('Balt Split Level Computer Training Table', 'Lifetime Advantage Folding Chairs, 4/Carton')",1
"('Balt Split Level Computer Training Table', 'Newell 335')",1
"('Lifetime Advantage Folding Chairs, 4/Carton', 'Newell 335')",1
"('Imation\xa0Secure+ Hardware Encrypted USB 2.0\xa0Flash Drive; 16GB', 'Tenex File Box, Personal Filing Tote with Lid, Black')",1
"('Adams ""While You Were Out"" Message Pads', 'Newell 350')",1
"('Adams ""While You Were Out"" Message Pads', 'Xerox 1933')",1
"('Newell 350', 'Xerox 1933')",1
"('Cisco Unified IP Phone 7945G VoIP phone', 'Jawbone MINI JAMBOX Wireless Bluetooth Speaker')",1
"('Maxell 4.7GB DVD+R 5/Pack', 'Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate')",1
"('C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx', 'Logitech 910-002974 M325 Wireless Mouse for Web Scrolling')",1
