Customer ID,TotalSpending,PurchaseFrequency,AverageOrderValue,Cluster
RB-19330,1008.1959999999999,6,168.03266666666664,2
RB-19360,15117.339,18,839.8521666666667,0
RB-19435,2663.0860000000002,16,166.44287500000002,1
RB-19465,4715.466,23,205.02026086956522,1
RB-19570,528.5459999999999,9,58.72733333333333,2
RB-19645,221.084,7,31.583428571428573,2
RB-19705,2067.45,7,295.34999999999997,2
RB-19795,5633.316000000001,18,312.96200000000005,1
RC-19825,966.409,10,96.6409,2
RC-19960,885.752,11,80.52290909090908,2
RD-19480,4272.93,15,284.862,1
RD-19585,2912.894,19,153.31021052631579,1
RD-19660,2786.632,5,557.3264,2
RD-19720,1419.737,20,70.98685,1
RD-19810,1137.616,16,71.101,2
RD-19900,3133.924,21,149.2344761904762,1
RD-19930,970.942,10,97.0942,2
RE-19405,48.36,1,48.36,2
RE-19450,876.696,9,97.41066666666667,2
RF-19345,3309.1499999999996,16,206.82187499999998,1
RF-19735,2341.2960000000003,14,167.2354285714286,2
RF-19840,945.222,11,85.92927272727273,2
RH-19495,3621.3759999999997,8,452.67199999999997,2
RH-19510,6979.18,12,581.5983333333334,0
RH-19555,740.382,3,246.79399999999998,2
RH-19600,2085.7400000000002,11,189.61272727272728,2
RK-19300,1460.192,8,182.524,2
RL-19615,6234.91,24,259.78791666666666,1
RM-19375,1453.474,9,161.4971111111111,2
RM-19675,5979.096,11,543.5541818181817,0
RM-19750,98.35,2,49.175,2
RO-19780,3815.478,12,317.9565,1
RP-19270,954.6451999999999,12,79.55376666666666,2
RP-19390,5153.084,25,206.12336,1
RP-19855,2170.716,15,144.71439999999998,1
RR-19315,615.932,4,153.983,2
RR-19525,3302.2619999999997,10,330.22619999999995,2
RS-19420,3221.29,9,357.9211111111111,2
RS-19765,4159.7699999999995,14,297.12642857142856,1
RS-19870,22.328,3,7.442666666666667,2
RW-19540,7397.401,23,321.6261304347826,1
RW-19630,3279.746,16,204.984125,1
RW-19690,3495.6459999999997,15,233.04306666666665,1
SA-20830,4767.3415,21,227.01626190476193,1
SB-20170,1348.02,7,192.5742857142857,2
SB-20185,6410.996,12,534.2496666666667,0
SB-20290,8057.891,17,473.9935882352941,0
SC-20020,3362.9636,17,197.8213882352941,1
SC-20050,4624.572,15,308.3048,1
SC-20095,14142.334,22,642.8333636363636,0
SC-20230,4371.958,11,397.45072727272725,1
SC-20260,3729.7929999999997,18,207.21072222222222,1
SC-20305,3979.065,12,331.58875,1
SC-20380,5992.536,20,299.6268,1
SC-20440,1874.998,10,187.4998,2
SC-20575,902.7280000000001,7,128.96114285714287,2
SC-20680,1254.64,8,156.83,2
SC-20695,2576.408,14,184.02914285714286,2
SC-20725,5226.21,26,201.0080769230769,1
SC-20770,4492.657,21,213.93604761904763,1
SC-20800,279.256,5,55.85119999999999,2
SC-20845,280.632,4,70.158,2
SD-20485,6121.114,21,291.481619047619,1
SE-20110,12209.438,19,642.602,0
SF-20065,763.546,9,84.83844444444445,2
SF-20200,3422.786,15,228.18573333333333,1
SF-20965,3336.535,17,196.26676470588234,1
SG-20080,3406.5809999999997,11,309.6891818181818,2
SG-20470,1884.7980000000002,14,134.6284285714286,2
SG-20605,3124.8320000000003,13,240.37169230769234,2
SG-20890,47.946,5,9.5892,2
SH-19975,3406.8395,29,117.47722413793103,1
SH-20395,2180.718,15,145.38119999999998,1
SH-20635,2096.392,2,1048.196,0
SJ-20125,3949.656,24,164.569,1
SJ-20215,1341.036,10,134.1036,2
SJ-20500,1318.7759999999998,7,188.3965714285714,2
SK-19990,883.409,5,176.6818,2
SL-20155,3053.012,9,339.22355555555555,2
SM-20005,244.49399999999997,6,40.748999999999995,2
SM-20320,25043.050000000003,15,1669.5366666666669,0
SM-20905,1043.041,6,173.84016666666665,2
SM-20950,5563.392,22,252.88145454545455,1
SN-20560,1860.4180000000001,15,124.02786666666667,2
SN-20710,3127.9592,19,164.62943157894736,1
SO-20335,2602.5755,15,173.50503333333333,1
SP-20545,1306.086,10,130.6086,2
SP-20620,5440.319,24,226.67995833333336,1
SP-20650,1872.4360000000001,15,124.82906666666668,2
SP-20860,4282.94,24,178.45583333333332,1
SP-20920,3990.689,14,285.0492142857143,1
SR-20425,3233.4809999999998,9,359.27566666666667,2
SR-20740,4345.886,12,362.1571666666667,1
SS-20140,1324.028,21,63.04895238095238,1
SS-20410,3056.807,12,254.73391666666666,2
SS-20515,613.4,6,102.23333333333333,2
SS-20590,418.49,9,46.49888888888889,2
SS-20875,964.636,15,64.30906666666667,2
ST-20530,433.34,12,36.111666666666665,2
SU-20665,2595.364,18,144.1868888888889,1
SV-20365,11470.949999999999,32,358.46718749999997,0
SV-20785,4105.305,25,164.21220000000002,1
SV-20815,1271.0900000000001,6,211.84833333333336,2
SV-20935,1903.491,13,146.4223846153846,2
SW-20245,1085.078,10,108.5078,2
SW-20275,1966.65,7,280.95,2
SW-20350,1019.044,6,169.84066666666666,2
SW-20455,2921.544,9,324.616,2
SW-20755,758.6959999999999,8,94.83699999999999,2
SZ-20035,3625.329,20,181.26645000000002,1
TA-21385,14595.62,10,1459.5620000000001,0
TB-21055,1467.881,18,81.54894444444444,1
TB-21175,3589.296,11,326.29963636363635,2
TB-21190,816.1740000000001,4,204.04350000000002,2
TB-21250,1602.376,19,84.33557894736842,1
TB-21280,2198.45,11,199.8590909090909,2
TB-21355,834.328,13,64.17907692307692,2
TB-21400,9133.99,17,537.2935294117647,0
TB-21520,4737.486,20,236.8743,1
TB-21595,1387.5590000000002,7,198.22271428571432,2
TB-21625,2797.6679999999997,15,186.51119999999997,1
TC-20980,19052.218,12,1587.6848333333335,0
TC-21145,1038.26,4,259.565,2
TC-21295,4266.812,16,266.67575,1
TC-21475,1244.976,11,113.17963636363638,2
TC-21535,742.558,10,74.2558,2
TD-20995,1434.548,16,89.65925,2
TG-21310,3058.372,9,339.8191111111111,2
TG-21640,2074.661,10,207.4661,2
TH-21100,2422.824,7,346.11771428571427,2
TH-21115,2942.772,9,326.9746666666667,2
TH-21235,1022.201,13,78.63084615384615,2
TH-21550,4234.096,13,325.69969230769226,1
TM-21010,2955.226,19,155.5382105263158,1
TM-21490,1094.6779999999999,4,273.66949999999997,2
TN-21040,3130.221,12,260.85175,2
TP-21130,4454.0560000000005,16,278.37850000000003,1
TP-21415,5329.0048,10,532.90048,0
TP-21565,1936.6399999999999,10,193.664,2
TR-21325,675.942,7,96.56314285714286,2
TS-21085,4.833,2,2.4165,2
TS-21160,2163.624,17,127.27199999999999,1
TS-21205,5371.09,19,282.68894736842105,1
TS-21340,974.782,12,81.23183333333334,2
TS-21370,11891.751,15,792.7834,0
TS-21430,2054.14,7,293.4485714285714,2
TS-21505,2243.274,14,160.23385714285715,2
TS-21610,2820.424,11,256.4021818181818,2
TS-21655,3368.094,14,240.57814285714286,1
TT-21070,4915.602000000001,14,351.1144285714286,1
TT-21220,1427.044,15,95.13626666666667,2
TT-21265,439.5,3,146.5,2
TT-21460,5364.808,14,383.20057142857144,1
TW-21025,5278.826,12,439.9021666666667,1
TZ-21580,1707.286,9,189.69844444444445,2
VB-21745,2005.596,10,200.5596,2
VD-21670,6442.254,16,402.640875,1
VF-21715,847.944,11,77.08581818181818,2
VG-21790,846.01,8,105.75125,2
VG-21805,427.372,6,71.22866666666667,2
VM-21685,2454.866,12,204.57216666666667,2
VM-21835,380.69,8,47.58625,2
VP-21730,993.902,5,198.78040000000001,2
VP-21760,3360.526,14,240.03757142857143,1
VS-21820,1055.981,8,131.997625,2
VT-21700,1736.596,9,192.9551111111111,2
VW-21775,6134.0380000000005,18,340.77988888888893,1
WB-21850,6160.102,37,166.48924324324324,1
XP-21865,2374.658,28,84.80921428571428,1
YC-21895,5454.35,8,681.79375,0
YS-21880,6720.4439999999995,12,560.0369999999999,0
ZC-21910,8025.706999999999,31,258.8937741935484,1
ZD-21925,1493.944,9,165.99377777777778,2
