Order Date,Total amount,Anomaly
2014-03-22,3332.636,False
2014-03-24,14816.068,True
2014-03-25,1257.298,False
2014-03-26,3567.026,False
2014-03-27,3252.88,False
2014-03-28,2933.516,False
2014-03-29,1504.702,False
2014-03-30,81.4,False
2014-03-31,656.407,False
2014-04-01,4981.0108,False
2014-04-02,5972.988,False
2014-04-03,822.97,False
2014-04-04,32.528,False
2014-04-05,808.47,False
2014-04-07,114.41999999999999,False
2014-04-08,1971.2905,False
2014-04-09,6401.929999999999,False
2014-04-10,1626.71,False
2014-04-11,755.529,False
2014-04-12,319.806,False
2014-04-13,69.66,False
2014-04-14,1345.824,False
2014-04-15,652.93,False
2014-04-16,332.33799999999997,False
2014-04-17,944.429,False
2014-04-18,3431.4590000000003,False
2014-04-21,2033.24,False
2014-04-22,1254.564,False
2014-04-23,947.692,False
2014-04-24,1199.222,False
2014-04-25,928.558,False
2014-04-26,678.1129999999999,False
2014-04-27,61.608000000000004,False
2014-04-28,576.5756,False
2014-04-29,795.296,False
2014-04-30,1053.26,False
2014-05-01,1390.126,False
2014-05-02,4108.37,False
2014-05-03,399.11,False
2014-05-04,1386.346,False
2014-05-05,1389.405,False
2014-05-06,185.123,False
2014-05-07,3183.3698,False
2014-05-08,2549.4680000000003,False
2014-05-09,3658.5540000000005,False
2014-05-10,1078.222,False
2014-05-12,449.46900000000005,False
2014-05-13,970.384,False
2014-05-14,3066.378,False
2014-05-15,4182.062,False
2014-05-16,421.264,False
2014-05-17,221.024,False
2014-05-19,1830.508,False
2014-05-20,4919.182,False
2014-05-21,2997.578,False
2014-05-22,538.02,False
2014-05-23,336.562,False
2014-05-24,241.436,False
2014-05-26,886.026,False
2014-05-27,270.24,False
2014-05-28,2084.908,False
2014-05-29,1480.103,False
2014-05-30,691.1080000000001,False
2014-05-31,736.8904,False
2014-06-02,5058.362,False
2014-06-03,135.70600000000002,False
2014-06-04,2952.0359999999996,False
2014-06-05,279.414,False
2014-06-06,491.11199999999997,False
2014-06-07,31.349999999999998,False
2014-06-09,2227.038,False
2014-06-10,939.1329999999999,False
2014-06-11,2513.343,False
2014-06-12,1580.894,False
2014-06-13,1679.968,False
2014-06-14,1156.018,False
2014-06-16,4057.51,False
2014-06-17,2724.194,False
2014-06-18,3896.672,False
2014-06-19,1031.1555,False
2014-06-20,2115.941,False
2014-06-21,1028.228,False
2014-06-22,595.656,False
2014-06-23,579.019,False
2014-06-25,1287.614,False
2014-06-26,1508.3519999999999,False
2014-06-27,4224.136,False
2014-06-28,1644.906,False
2014-06-30,4521.9912,False
2014-07-01,4721.977,False
2014-07-02,639.83,False
2014-07-03,169.192,False
2014-07-04,6963.4039999999995,False
2014-07-06,476.35400000000004,False
2014-07-07,380.378,False
2014-07-08,1620.25,False
2014-07-09,1980.2640000000001,False
2014-07-10,1671.214,False
2014-07-11,359.214,False
2014-07-12,1728.892,False
2014-07-13,3.816,False
2014-07-14,504.542,False
2014-07-15,3598.934,False
2014-07-16,2132.229,False
2014-07-17,316.636,False
2014-07-18,2191.873,False
2014-07-19,2106.794,False
2014-07-21,2283.208,False
2014-07-22,3685.944,False
2014-07-23,556.3140000000001,False
2014-07-24,898.188,False
2014-07-25,2399.96,False
2014-07-26,798.7420000000001,False
2014-07-27,2012.3020000000001,False
2014-07-28,1142.68,False
2014-07-29,1170.5639999999999,False
2014-07-30,1391.294,False
2014-07-31,523.376,False
2014-08-01,1558.028,False
2014-08-02,2085.65,False
2014-08-04,531.3480000000001,False
2014-08-05,20.07,False
2014-08-06,503.67600000000004,False
2014-08-07,1424.026,False
2014-08-08,3479.624,False
2014-08-11,1823.07,False
2014-08-12,708.726,False
2014-08-13,3693.0840000000003,False
2014-08-14,2643.164,False
2014-08-15,440.736,False
2014-08-16,1949.872,False
2014-08-17,80.564,False
2014-08-18,9517.287999999999,True
2014-08-19,7078.484,False
2014-08-20,512.446,False
2014-08-21,692.95,False
2014-08-22,8551.054,True
2014-08-23,524.54,False
2014-08-24,4590.343999999999,False
2014-08-25,685.0560000000002,False
2014-08-26,361.988,False
2014-08-27,190.66,False
2014-08-28,6190.538,False
2014-08-29,1443.632,False
2014-08-30,235.46800000000002,False
2014-09-01,3162.83,False
2014-09-02,1261.81,False
2014-09-03,9354.854,True
2014-09-04,1595.8490000000002,False
2014-09-05,5360.202,False
2014-09-06,327.044,False
2014-09-08,3848.565,False
2014-09-09,2184.327,False
2014-09-10,4356.061,False
2014-09-11,2506.646,False
2014-09-12,5564.006,False
2014-09-13,491.55,False
2014-09-14,15.92,False
2014-09-15,4367.347,False
2014-09-16,7285.026,False
2014-09-17,849.65,False
2014-09-18,4979.226,False
2014-09-19,1511.93,False
2014-09-20,1648.188,False
2014-09-21,7359.918,False
2014-09-22,338.172,False
2014-09-23,7871.213000000001,False
2014-09-24,2395.786,False
2014-09-25,6450.4619999999995,False
2014-09-26,1412.213,False
2014-09-27,1486.576,False
2014-09-29,559.271,False
2014-09-30,1944.08,False
2014-10-01,540.76,False
2014-10-02,2978.4660000000003,False
2014-10-03,5418.022,False
2014-10-04,2504.48,False
2014-10-05,19.98,False
2014-10-06,6684.616,False
2014-10-07,1499.652,False
2014-10-08,2749.21,False
2014-10-09,608.356,False
2014-10-10,1496.5890000000002,False
2014-10-11,239.358,False
2014-10-13,5635.354,False
2014-10-14,8405.802,False
2014-10-15,134.332,False
2014-10-16,1017.94,False
2014-10-17,3473.5969999999998,False
2014-10-18,126.352,False
2014-10-20,2781.8702000000003,False
2014-10-21,1333.858,False
2014-10-22,4537.201,False
2014-10-23,15158.877,True
2014-10-24,3352.3940000000002,False
2014-10-25,529.0849999999999,False
2014-10-27,999.868,False
2014-10-28,1086.32,False
2014-10-29,408.726,False
2014-10-30,46.96,False
2014-10-31,4025.73,False
2014-11-01,523.928,False
2014-11-02,2921.43,False
2014-11-03,6294.386,False
2014-11-04,4536.937,False
2014-11-05,10668.096,True
2014-11-06,2355.064,False
2014-11-07,4288.75,False
2014-11-08,2413.378,False
2014-11-09,384.1,False
2014-11-10,4751.492,False
2014-11-11,4007.548,False
2014-11-12,1815.2179999999998,False
2014-11-13,2911.386,False
2014-11-14,6633.4202,False
2014-11-15,834.6579999999999,False
2014-11-16,559.2,False
2014-11-17,4755.234,False
2014-11-18,13694.882800000001,True
2014-11-19,1469.756,False
2014-11-20,7397.272,False
2014-11-21,2988.274,False
2014-11-22,2236.1839999999997,False
2014-11-23,35.712,False
2014-11-24,1153.109,False
2014-11-25,4959.641,False
2014-11-26,3666.157,False
2014-11-27,5048.1720000000005,False
2014-11-28,1618.254,False
2014-11-29,6912.944,False
2014-11-30,491.888,False
2014-12-01,6645.282,False
2014-12-02,5331.178,False
2014-12-03,9951.182,True
2014-12-04,1403.842,False
2014-12-05,2639.638,False
2014-12-06,1453.136,False
2014-12-07,10.68,False
2014-12-08,2916.5139999999997,False
2014-12-09,7643.041,False
2014-12-10,5470.39,False
2014-12-11,3873.559,False
2014-12-12,2823.965,False
2014-12-14,580.936,False
2014-12-15,3897.714,False
2014-12-16,306.88800000000003,False
2014-12-17,858.702,False
2014-12-18,2027.758,False
2014-12-19,3645.911,False
2014-12-20,1895.926,False
2014-12-21,377.73599999999993,False
2014-12-22,2140.94,False
2014-12-23,7442.021,False
2014-12-24,1926.776,False
2014-12-25,6233.054,False
2014-12-26,2698.927,False
2014-12-27,814.5939999999999,False
2014-12-28,177.636,False
2014-12-29,1657.3508,False
2014-12-30,2915.5339999999997,False
2014-12-31,713.7900000000001,False
