Order Date,Total amount,,
41973,642,,
41966,484.52,,
41712,615.72,,
41893,362.352,,
41145,866.52,,
40800,597.96168,,
41124,720,,
41537,755.26644,,
41582,217.584,,
41211,262.14,,
40733,1057.38,,
41935,333.09,,
40711,327.12,,
41454,275.24,,
41410,707.52,,
41620,1019.52,,
41870,256.86,,
41645,511.68,,
41769,286.85,,
41057,990.432,,
41670,316.44,,
41747,1451.511,,
40711,960.64,,
40830,177,,
41964,346.08,,
41751,148.32,,
41415,492.42,,
40667,379.08,,
41130,687.4,,
41470,154.17,,
40974,993.615,,
41996,381.456,,
41030,384.912,,
41443,266.352,,
41390,437.61,,
41450,773.6496,,
41120,885.168,,
41951,751.872,,
41496,455.04,,
41802,209.01296,,
41853,604.92,,
41717,453.12,,
41733,380.97,,
41606,513.52,,
41474,489.2,,
41354,697.16,,
41004,328.5306,,
40823,740.46,,
41955,652.37264,,
40903,600.558,,
41887,284.37012,,
41643,327.5802,,
41710,776.85,,
41813,493.8,,
41103,241.785,,
40638,676.368,,
41547,183.789,,
41069,594.1638,,
41150,876.3,,
41542,460.971,,
41722,379.7,,
41940,1600.96,,
40883,1234.278,,
41806,560.6,,
42002,328.8,,
41549,954.72,,
41442,289.92,,
41437,243.747,,
41311,1582.38,,
41041,508.32,,
41258,448.2,,
41975,897.15,,
41589,953.82,,
41611,540.432,,
40885,852.813,,
41962,606.6396,,
41977,398.61,,
41851,876.3,,
41925,724.104,,
41961,710.964,,
41608,220.5144,,
41542,563.24,,
40553,154.98,,
40898,220.56,,
41744,597.66,,
40841,195.66,,
41877,272.76,,
40562,145.26,,
41159,573.696,,
41778,283.611,,
41788,380.97,,
40960,265.3,,
41736,339.6,,
41632,356.238,,
41619,262.4274,,
41912,303.3,,
41624,589.2,,
40866,159,,
41568,975.186,,
40830,700.4046,,
41631,498.96,,
40700,236.88,,
41228,229.5216,,
41037,1145.28,,
40990,511.44,,
41202,369.45,,
41288,315.776,,
41025,334.611,,
41780,518.272,,
41815,1631.916,,
41514,666.225,,
41789,1119.582,,
41170,636.86,,
41936,826.2,,
41720,725.84,,
41605,417.42,,
40693,719.976,,
41786,1035.84,,
41956,336.393,,
41719,274.064,,
41246,848.28,,
41887,714.312,,
41877,209.592,,
41513,394.98,,
41971,372.168,,
41145,435.504,,
40975,603.72,,
40751,238,,
41545,624.24,,
41970,138.45,,
41043,793.68,,
40824,853.5,,
41634,866.646,,
40892,391.545,,
41544,467.289,,
41697,757.32,,
41440,1345.329,,
41683,681.1506,,
41988,610.6,,
41999,321.75,,
41919,457.812,,
41506,933.471,,
41311,333.66,,
41135,427.68,,
41970,397.8,,
41543,499.95,,
40554,451.6,,
40651,311.76,,
41639,799.83,,
41199,821.52,,
40869,675.12,,
41083,561.54,,
40745,272.72,,
41495,521.184,,
41561,363.6,,
41526,341.46,,
41597,651.96,,
41669,644.76,,
41926,583.584,,
40905,195.72,,
41604,563.4,,
41036,350.85688,,
40771,266.22,,
41550,735.98,,
40767,272.61,,
41533,268.164,,
41074,558.18,,
40891,679.884,,
41960,971.808,,
41390,203.256,,
40946,492.264,,
41998,527.01,,
41478,641.85,,
41533,841.568,,
41025,1145.34,,
41611,963.63,,
41282,657.765,,
41586,894.42,,
41139,439.3116,,
41431,361.557,,
41610,556.92,,
41407,169.44,,
41408,508.68,,
41667,335.64,,
41750,203.388,,
41537,330.939,,
41428,944.2,,
41947,356.616,,
41919,692.328,,
41968,672.10416,,
41848,190.56,,
41272,891.108,,
40851,275.94,,
41145,217.44,,
40575,285.78,,
41382,680.28,,
40822,582.84,,
40835,493.047,,
42003,151.56,,
41595,366.84,,
41073,379.7388,,
41884,720.42,,
41393,369.576,,
41172,830.574,,
41857,577.9,,
41187,1847.34,,
41710,238.65,,
41619,158.76,,
41996,411.8,,
41906,594.816,,
41927,874.68,,
41541,590.58,,
41505,512.19,,
41589,1077.066,,
41862,254.16,,
41767,449.496,,
40803,616.005,,
41829,2616.96,,
41625,1102.86,,
40651,730.0125,,
41767,945.828,,
41421,388.43,,
41605,151.76,,
41142,455.52,,
41316,1035.84,,
41934,289.92,,
41969,516.636,,
41089,769.44,,
41225,1246.48,,
41589,771.282,,
40987,417.144,,
41547,346.68,,
41829,413.64,,
41373,467.568,,
41167,1056.86,,
41925,673.344,,
42003,370.926,,
41891,765.625,,
40811,739.536,,
41389,622.944,,
41004,450.684,,
41363,812.736,,
41747,712.992,,
40848,978.84,,
41225,585.6,,
41864,448.74,,
41884,283.56,,
41836,507.82232,,
41801,449.46,,
40681,779.796,,
40669,199.75968,,
41218,155.08,,
40701,194.31,,
40898,1244.187,,
41555,129.32,,
41549,595.296,,
41444,453.6,,
40763,954.52,,
41948,450.792,,
41639,481.32,,
41073,491.82,,
41801,380.916,,
41847,612.84,,
41983,439.6,,
41872,881.34,,
41890,216.216,,
41240,143.4,,
41704,262.24,,
41257,443.9104,,
41598,276.24,,
40920,1560.24,,
41900,434.46,,
41998,1200.72,,
41515,186.948,,
41500,394.98,,
41263,779.27832,,
40953,733.44,,
41110,536.1375,,
41919,340.35,,
41964,594.72,,
40837,737.019,,
41174,354.15,,
41268,275.88,,
41831,341.73,,
41863,397.143,,
41813,455.9418,,
40773,605.25,,
41452,704.25,,
41444,318.09,,
41041,298.62,,
41946,800.928,,
41816,256.74,,
40612,1097.28,,
41734,357.552,,
41499,1278,,
41835,396.92,,
41268,204.876,,
41254,175.23,,
41521,558.576,,
41632,572.76,,
41724,211.168,,
40794,485.88,,
41218,345.96,,
41915,259.7,,
41584,479.72,,
41768,679.68,,
41168,487.38,,
41641,307.872,,
40953,625.99,,
41155,678.96,,
40896,610.6,,
41176,1158.12,,
41795,290.52,,
41864,295.7175,,
41186,695.28,,
41570,862.464,,
41846,298.116,,
40625,769.65,,
41347,4912.59,,
41949,795.6,,
41834,366.12,,
41551,529.011,,
41655,778.1499,,
41488,504.54,,
41634,1676.5515,,
41079,434.16,,
41464,863.64,,
40576,729.48,,
41906,439.02,,
41432,466.32,,
41537,210.288,,
41820,780.57,,
41487,898.59,,
40631,890.841,,
41061,303.96,,
41362,545.652,,
40862,1003.986,,
41437,312.09,,
40583,513.29136,,
41517,290.898,,
41190,309.75,,
40892,988.86,,
41775,201.96,,
41135,389.25,,
41796,373.68,,
40800,287.97,,
41601,400.88,,
41857,326.55,,
40851,1086.18,,
41218,343.83,,
41795,976.5,,
40778,229.152,,
41933,1151.928,,
41725,256.16664,,
41576,408.3,,
41691,215.968,,
41198,336.36,,
41912,257.004,,
41271,844.2,,
41617,1421.664,,
41745,421.47536,,
40809,144.99,,
41873,1216.65,,
40603,214.758,,
41888,549.36,,
41849,185.92,,
41775,945.945,,
40811,1071.441,,
40716,501.81,,
40556,1199.76,,
41859,287.94,,
41352,525.42,,
41494,604.07568,,
40861,533.2527,,
40652,575.96,,
41986,174.17096,,
41619,238.293,,
41073,337.68,,
41866,465,,
41405,601.888,,
41627,377.45,,
41373,354.9,,
41264,544.95,,
41593,380.058,,
41390,306.16,,
41442,298.08,,
41453,233.766,,
40991,239.97,,
41866,513.12,,
40779,636.3,,
41162,787.92,,
41520,999.98,,
40841,308.718,,
41800,720.76,,
40800,455.52,,
42000,1582.11,,
41158,486.324,,
41495,513.024,,
41583,686.4,,
41866,957.18,,
41752,575.4,,
40649,639.96,,
41708,799.95,,
41262,246.48,,
41981,214.2,,
41988,481.815,,
41205,150.384,,
40716,462.672,,
41079,316.764,,
40766,185.01,,
41816,341.84,,
40955,131.568,,
41698,271.05,,
40928,900.234,,
41774,455.52,,
40724,566.787,,
40655,247.84,,
41633,393.84,,
41430,419.68,,
41436,328.14,,
41867,1733.6,,
41916,585.15,,
41780,173.097,,
41698,743.028,,
40897,298.032,,
41933,133.824,,
40875,413.775,,
41793,483.78,,
41712,551.556,,
41207,946.26368,,
41943,371.07,,
41906,351.54,,
41415,1049.2,,
41480,302.08,,
41537,417,,
41227,239.22,,
41423,392.67,,
41043,509.9575,,
41352,428.1,,
41516,424.89,,
40906,169.92,,
41655,168.96,,
41328,221.904,,
41456,182.76,,
41549,169.092,,
40607,479.97,,
41555,1274.7,,
41722,511.575,,
40857,464.76,,
41746,352.512,,
42003,484.029,,
40633,673.568,,
41185,532.56,,
41389,429.48,,
41904,688.92,,
40983,861.15,,
41246,615.24,,
40857,431.55,,
41844,704.34,,
40794,546.944,,
41436,369.84,,
41971,261.63,,
41156,1024.38,,
41008,541.184,,
41467,487.728,,
41891,626.625,,
41606,517.08,,
41902,502.2,,
40672,677.4,,
41194,362.4,,
41344,389.28,,
41555,573.48,,
41248,414.36,,
41501,2109.36,,
41871,790.416,,
41961,693.84,,
41549,533.76,,
41681,363.384,,
41929,554.85,,
41454,359.976,,
41037,485,,
41521,1127.52,,
41113,412.02,,
40601,624.96,,
41416,764.802,,
41821,293.58,,
41956,634.78788,,
41004,472.992,,
41614,344.034,,
41338,198.045,,
41964,517.08,,
41302,459.39,,
41324,327.981,,
40575,290.666,,
41192,663.11112,,
41925,791.88,,
41867,299.52,,
41044,175.17,,
41768,622.14,,
41367,549.48,,
41631,1100.608,,
41883,219.28,,
41628,1816.95,,
41522,535.41,,
41984,599.97,,
40555,495.06,,
41593,900.207,,
41573,503.5908,,
41960,415.44,,
40865,424.116,,
41954,201.584,,
40701,599.4,,
41912,395.8875,,
41652,760.98,,
41744,624.42,,
41693,147.84,,
40848,443.92,,
41432,323.37,,
41956,613.56,,
41145,453.681,,
41264,355.455,,
41911,209.792,,
41597,846.48,,
41858,1033.32,,
41932,845.856,,
41307,460.2,,
41542,457.14,,
41606,504,,
41389,367.74,,
40809,170.64,,
41116,393.165,,
41153,1088.76,,
41774,539.97,,
41718,697.16,,
41226,489,,
41456,963.9,,
41281,698.058,,
41243,563.76,,
41729,483.66,,
40716,272.76,,
41226,309.12,,
41500,989.04,,
41326,449.15,,
41253,1085.58,,
41018,307.86,,
41614,405.3,,
40845,750.195,,
41047,437.61,,
40897,242.352,,
41155,263.55,,
40574,838.593,,
40595,805.707,,
41250,464.04,,
40908,605.88,,
41089,445.986,,
41800,390.78,,
41810,378.81,,
41824,211.728,,
40673,469.854,,
41463,697.86,,
40903,300.416,,
41816,648.54032,,
41661,874.68,,
40711,714.15,,
41587,261.96,,
41479,528.57,,
40745,307.56336,,
41950,394.6455,,
41253,577.08,,
41783,317.142,,
40798,681.72,,
41221,358.92,,
41070,398.52,,
41633,799.56,,
41614,731.424,,
41226,613.9992,,
41898,323.976,,
41981,354.24,,
41899,447.74272,,
41143,691.983,,
41864,1217.673,,
41001,642.72,,
41060,298.68,,
41572,763.26,,
41520,1091.168,,
41161,297.96,,
41186,915.1155,,
41387,1275,,
40848,388.608,,
40806,565.32,,
41477,419.9,,
41660,586.092,,
41614,407.976,,
41970,316.1664,,
41855,111.84,,
41089,943.704,,
40886,646.38,,
41532,673.568,,
41373,638.56032,,
41739,501.81,,
41536,900.08,,
40852,1080.096,,
41627,579.3,,
41472,214.848,,
41850,297.84,,
41167,801.96,,
41934,583.872,,
41514,618.084,,
41417,662.84,,
41856,145.98,,
41813,418.02592,,
41557,369.18,,
40764,469.233,,
41999,385.86,,
40876,438.96,,
40823,768.49992,,
41126,1284.822,,
41104,426.249,,
41168,276.489,,
41201,758.96,,
40666,534.438,,
41827,239.24,,
41066,1302.78,,
41089,525.69,,
41122,1004.976,,
41618,1014.741,,
40954,398.6631,,
40848,196.8,,
40632,127.302,,
41604,456.588,,
41736,413.04,,
41376,3172.14,,
41931,490.08,,
41940,189.576,,
41465,568.863,,
40814,506.38,,
41908,531.48,,
41873,825.36,,
41458,302.616,,
41626,308.07,,
41015,799.6,,
41107,136.701,,
41837,448.8,,
40805,171.558,,
41638,732.78,,
40583,405.12,,
41796,427.9,,
41965,659.976,,
41310,557.728,,
40893,612.54,,
41647,495.3375,,
40886,256.446,,
41206,385.29,,
41152,567.6204,,
40647,615.276,,
41704,262.926,,
41999,990.12,,
40638,689.82,,
41418,741.006,,
40759,399.96,,
41533,1128.39,,
40788,561.495,,
41444,1008.13968,,
40751,340.443,,
41628,674.4,,
41963,820.44,,
41145,512.28,,
41072,855.36,,
41333,552.501,,
40669,424.35,,
41879,707.049,,
41612,772.68,,
41487,240.12,,
41117,251.1966,,
41715,486.6,,
41991,368.271,,
40779,744,,
41510,1040.8,,
41820,421.38,,
41297,263.36,,
40969,596.82,,
41903,1299.66,,
40785,415.2,,
41771,1533.33,,
41950,551.205,,
41480,1050.246,,
40861,1307.97,,
41044,559.926,,
41246,680.76,,
40765,370.17,,
42004,867.3,,
41220,715.2,,
41943,232.344,,
41805,423.3,,
40723,554.04,,
41489,1220.94,,
41814,379.242,,
41508,363.447,,
41067,339.6,,
40575,206.4,,
41813,372.9132,,
41925,383.796,,
41697,385.398,,
41928,634.96752,,
40894,715.89,,
41783,576.384,,
40557,485.73,,
41316,1973.295,,
41863,288.84,,
41135,1075.23,,
41082,500.85,,
41292,332.85,,
41404,612.6,,
41779,840.6,,
41352,871.8,,
40666,600.36,,
41164,414.72,,
41137,178.1595,,
41250,464.94,,
41178,369.72,,
41088,621.76,,
41866,468.765,,
40845,747.054,,
41068,369.72,,
41813,487.96,,
41597,1812.72,,
40553,156.24,,
41033,946.344,,
40905,704.25,,
41919,256.719,,
41699,382.51668,,
41743,465.102,,
41226,428.04,,
41599,756.78,,
40747,604.752,,
41187,887.922,,
41779,378.32184,,
41393,304.776,,
41510,1058.25,,
41725,329.85,,
41682,147.568,,
41961,260.592,,
41150,593.82,,
41956,412.673,,
41556,705.072,,
41030,1349.325,,
40716,507.6,,
40831,637.35,,
41508,1378.728,,
41915,358.272,,
41499,245.07,,
40648,187.76,,
41479,485.55,,
41050,1180.2348,,
40831,183.372,,
41409,185.528,,
41972,516.488,,
41963,508.77,,
41577,182.376,,
41591,477.84,,
41997,494.97,,
41211,338.4,,
41600,203.76,,
41530,466.128,,
41956,540.048,,
41850,705.72,,
41289,352.98,,
41284,823.5675,,
41065,138.39,,
41535,497.76,,
41115,623.96,,
40716,672.48,,
41431,264.96,,
41837,207.12,,
41187,661.3,,
40655,397.8,,
41801,942.36,,
41914,574.47,,
41940,737.6,,
41333,436.05,,
40736,249.75,,
41537,2057.13,,
41712,209.986,,
41685,381.63,,
40694,523.86,,
41439,803.52,,
40957,820.7,,
41941,866.0644,,
41880,299.1,,
41346,667.9215,,
40736,414.9,,
41470,1289.76,,
40802,255.744,,
41173,542.94,,
41999,732.72,,
41683,722.4714,,
40700,991.764,,
40921,464.85,,
40550,255.84,,
41976,647.76,,
41878,619.974,,
41575,424.89,,
41785,315.432,,
41816,339.48,,
41382,137.79,,
41754,331.8,,
40883,245.862,,
41058,317.058,,
41585,307.4625,,
41599,652.68,,
40999,447.744,,
41481,297.55,,
41586,206.604,,
41419,191.6,,
41522,447.876,,
40557,545.94,,
41618,672.12,,
40697,2544.96,,
41537,701.372,,
41901,438.51,,
41501,394.92,,
41855,848.4,,
41950,534.762,,
41782,260.82,,
41550,1714.365,,
41234,453.6,,
40654,551.556,,
40665,155.7,,
40724,310.688,,
41689,337.2,,
41886,224.4,,
41538,393.25,,
41438,255.285,,
41736,367.2,,
40940,593.9895,,
41601,496.44,,
41072,319.92,,
40843,911.52,,
41662,190.8,,
41451,277.89,,
41205,561.344,,
41733,356.292,,
41897,241.17,,
41739,572.52,,
41545,269.85,,
40739,151.1976,,
41809,341.9982,,
41632,195.444,,
41660,1136.664,,
41905,425.25,,
40604,775.278,,
41985,735.98,,
41821,435.999,,
42004,292.7592,,
41907,339.18,,
41380,291.96,,
41619,217.755,,
41545,1086.147,,
41680,477.3411,,
41320,251.2,,
41978,549.36,,
41597,595,,
41578,307.548,,
41227,883.84,,
41432,311.25,,
41898,650.7,,
41366,406.368,,
41250,322.2,,
41578,277.08,,
41124,325.269,,
41635,976.56,,
40595,297.18,,
40865,264.8268,,
40763,549.99,,
41232,348.93,,
41269,788.4,,
41360,731.82,,
41617,729.84,,
41507,1431.81,,
41271,378.39,,
40856,340.92,,
41804,470.302,,
41775,952.2,,
41215,985.248,,
41543,3085.344,,
40632,165.88,,
41929,473.61,,
41533,509.85,,
40877,149.58,,
41831,1023.12,,
40866,503.96,,
41876,459.513,,
41703,861.84,,
40988,244.74,,
41241,647.904,,
41614,195.417,,
41969,143.37,,
41551,915.136,,
40710,369.144,,
41135,364.32,,
42004,557.28,,
41536,159.48,,
41179,691.1163,,
41487,568.62,,
41775,350.088,,
41957,274.9545,,
41744,871.98,,
41426,793.206,,
41619,895.18,,
40696,976.08,,
40710,248.82,,
41904,227.08,,
41363,414,,
40890,410.76,,
41645,535.8825,,
41599,636.36,,
40897,487.984,,
41796,557.28,,
41949,369.117,,
40583,133.35,,
40809,410.346,,
40709,660.312,,
41451,491.76,,
41677,182.55,,
41505,567.135,,
40856,543.0168,,
41087,690.48,,
41248,183.95496,,
41180,337.2,,
40892,244.74,,
41795,646.569,,
41888,405.09,,
41039,691.4706,,
41004,669.06,,
41271,687.36,,
41968,599.16,,
42004,333.9,,
41593,1291.446,,
40689,607.716,,
40872,725.344,,
40571,531.522,,
41698,643.98,,
41961,448.77,,
41699,700.176,,
40855,769.176,,
40715,589.68,,
41531,247.32,,
41612,876.3,,
41074,141.825,,
41569,337.92,,
41467,231.72,,
41935,701.6625,,
41526,601.47,,
41929,307.776,,
41383,1554.936,,
41387,333.92,,
41620,593.53056,,
41508,117.62,,
41862,829.1325,,
41969,853.93,,
41530,1283.52,,
41554,366.84,,
41885,756.6,,
41970,656.46,,
41628,303.92,,
40879,281.82,,
41712,521.43,,
41407,566.61,,
40932,502.95,,
41088,500.88,,
40976,769.95,,
41332,230.742,,
41611,295.452,,
41270,163.98,,
41724,176.04,,
41752,675.06,,
41609,496.86,,
40745,140.98,,
40904,182.304,,
41929,648.9,,
41225,504.12,,
41610,530.145,,
41544,424.9575,,
41998,311.25,,
41388,164.772,,
41927,312.51,,
40639,584.22,,
41396,171.882,,
41787,302.376,,
41830,309.24,,
41689,341.8,,
41740,533.1588,,
41520,145.68,,
41961,256.86,,
41687,238.5,,
41942,654.102,,
41786,643.248,,
40604,776.466,,
40882,367.2,,
41702,143.52,,
41746,332.748,,
40848,677.4,,
41328,147.24,,
41863,252.828,,
41045,1318.752,,
41122,428.22,,
41801,711.828,,
41927,378.88,,
41592,196.08,,
40990,642.72,,
41065,177.824,,
41340,456.66,,
41996,437.724,,
41388,251.52,,
41241,335.52,,
40801,633.528,,
40632,695.88,,
41220,191.49624,,
41600,382.725,,
40602,139.944,,
41787,464.13,,
41810,457.485,,
41863,706.32,,
41915,705.72,,
41370,769.184,,
41780,538.44,,
40891,491.64,,
41110,384.944,,
41517,1527.12,,
41234,325.632,,
41536,439.56,,
41943,238.14,,
41809,623.168,,
41397,366.744,,
41732,566.916,,
41326,626.184,,
41194,438.15,,
41745,1687.392,,
40863,195.264,,
41619,679.96,,
41348,563.517,,
41516,845.856,,
41384,510.306,,
40812,747.3,,
41304,479.115,,
41799,119.64,,
41611,256.284,,
40815,409.272,,
41960,811.28,,
40858,665.88,,
41134,342.3,,
41806,526.62,,
41246,575.6634,,
41468,156.249,,
41071,463.32,,
41983,872.94,,
40981,327.76,,
41811,166.56,,
41226,683.332,,
41330,716.96,,
41144,630.585,,
41950,499.584,,
40848,928.8,,
41590,671.544,,
41639,671.9265,,
41528,770.7,,
41933,417.456,,
41778,435.78,,
41523,459.24,,
41529,147.3,,
41848,543.92,,
40630,492.96,,
41669,323.028,,
41846,321.72,,
41740,412.8,,
41912,494.532,,
41661,1428.3,,
41870,362.46,,
41763,763.44,,
41534,387.63,,
41067,438.84,,
41589,364.32,,
40988,4486.86,,
41599,405.144,,
41603,281.88,,
41366,1339.416,,
40584,780.3,,
41536,454.71,,
41408,828.306,,
41556,680.76,,
41040,401.04,,
41968,410.8,,
41801,1429.44,,
41544,454.965,,
41922,556.1,,
41440,423.19192,,
41085,444.042,,
40788,249.84,,
41905,241.96,,
41957,652.995,,
41871,339,,
41159,776.88,,
40933,798.66,,
41467,182.112,,
41991,532.98,,
41186,328.0824,,
41201,740.178,,
41332,322.2,,
41222,432.9612,,
41178,629.93,,
41397,354.48,,
41603,659.9,,
41458,146.736,,
41527,382.41,,
41240,259.98,,
41040,380.19,,
41206,776.412,,
41528,307.44,,
41899,463.104,,
41356,784.782,,
40635,683.496,,
41428,116.34,,
41660,338.4,,
42002,373.23,,
40976,167.1,,
41340,375.4,,
41417,473.9502,,
41950,240.3,,
41668,449.91,,
40893,760.2,,
40780,439.452,,
40788,189.96,,
40623,747.3,,
41873,1236.42,,
41614,236.1,,
41292,267.09,,
41698,486.09,,
41628,459,,
41364,356.238,,
40649,344.61,,
41162,278.82,,
41493,1021.14,,
41347,203.184,,
40557,439.56,,
41955,628.2,,
41268,303.69,,
40910,916.11,,
40884,272.76,,
40782,370.98,,
41871,340.08,,
41086,273.321,,
41390,636.24,,
41914,880.8,,
41458,396.4,,
41648,294.3,,
41585,235.71,,
40973,563.4,,
41284,850.9872,,
40655,364.74,,
41106,549.24,,
41985,244.5,,
41711,318.03,,
41734,240.37,,
41906,362.4,,
41179,692.718,,
40917,379.08,,
41630,445.28,,
41360,459.95,,
41879,211.3,,
41675,380.16,,
41694,528.66,,
41495,348.429,,
41276,369.45,,
40634,567.6,,
41642,523.98,,
41877,329.76,,
40805,332.28,,
41508,244.56,,
41952,480.24,,
41968,361.68,,
41887,446.4,,
40880,354.15,,
41622,256.52592,,
41853,333.6,,
42002,1612.872,,
41254,350.48,,
40576,161.514,,
41661,184.758,,
41912,321.36,,
41431,511.68,,
41691,573.48,,
41975,327.6,,
40701,268.935,,
41801,352.35,,
41614,384.45,,
40730,993.531,,
41838,323.46,,
41233,313.44,,
40681,396.84,,
40907,743.25,,
41527,756.9,,
40832,179.97,,
41813,491.64,,
41356,649.32,,
41137,620.32,,
41619,942.36,,
41962,364.416,,
41761,933.262,,
41036,635.6262,,
40744,176.256,,
41562,637.2,,
41337,892.8,,
41961,639,,
40745,650.88,,
41180,978.48,,
41611,781.864,,
41519,594.36,,
41187,414.24,,
40841,873.072,,
41172,618.56,,
41955,338.1,,
41943,660.312,,
40849,607.92,,
41633,219.84,,
41230,150.24,,
41964,333.96,,
41615,244.2,,
41867,289.44,,
41556,675.8775,,
40638,712.35,,
41850,375.9,,
41656,762.48,,
41242,555.21,,
41115,336,,
41961,185.22,,
41894,464.128,,
40903,387.09,,
41386,607.36,,
41433,659.34,,
40872,546.975,,
41313,340.86,,
41545,531.58,,
40879,299.58,,
41540,675.54,,
41890,566.61,,
41697,337.92,,
40620,821.3,,
41724,545.52,,
41085,743.04,,
41246,517.5,,
41703,307.656,,
41451,856.8,,
41659,255.84,,
41788,500.4,,
40794,966.7,,
41593,166.62,,
41442,372.036,,
40848,121.575,,
41957,207.036,,
41661,451.1295,,
41715,196.98,,
40610,618.86,,
41661,467.43,,
40696,356.94,,
41817,267.84,,
41563,855.75,,
41796,827.52,,
41450,448.578,,
41944,539.244,,
41067,500.67,,
41058,442.476,,
41310,877.905,,
41564,646.8,,
41053,141.12,,
41589,200.76,,
40641,341.82,,
41620,209.6,,
41399,528.93,,
41785,120,,
41274,385.92,,
41736,348.624,,
41527,1037.19,,
41912,217.2,,
41438,1004.1672,,
41404,856.656,,
41248,527.34,,
41576,360,,
41677,307.44,,
41960,390.96,,
40714,471.9,,
42002,1054.02,,
41680,354.9,,
41864,607.68,,
40879,349.2,,
41435,335.1465,,
41550,319.83,,
41557,332.832,,
41218,282.18,,
41722,433.62,,
41346,770.352,,
41096,423.67096,,
41603,559.92,,
40858,603.92,,
41709,933.408,,
41635,261.48,,
41960,646.425,,
41982,1004.024,,
41135,301.77,,
41691,735.048,,
40679,309.996,,
41220,285.696,,
41697,454.8,,
41491,397.74,,
40949,414.9,,
41508,199.44,,
41267,556.704,,
41970,828.6,,
41597,344.8152,,
40723,404.676,,
40604,682.4478,,
41467,532.8,,
41528,655.35,,
41813,717.336,,
41610,112.05,,
41529,224.75,,
41583,629.184,,
41162,361.96,,
41461,396.9,,
41746,567.6,,
41069,312.06,,
41764,533.88,,
41128,791.1,,
41409,430.575,,
41043,198.272,,
41043,169.92,,
40670,414.27,,
41778,344.704,,
41621,1461.7,,
40704,541.188,,
40781,865.242,,
41360,359.568,,
41968,249.06,,
41050,440.88,,
41418,349.44,,
41227,533.22,,
40796,249.18,,
40605,310.5,,
41857,422.82,,
41632,530.22,,
41947,486.368,,
41606,152,,
41268,843.9,,
41173,728.64,,
41614,208.11,,
41960,407.2626,,
41251,360.712,,
41542,511.056,,
41508,561.4125,,
41859,469.92,,
41192,444.624,,
41028,241.28,,
41832,158.58,,
41597,363.447,,
41113,391.14,,
41985,647.76,,
41992,758.484,,
41783,841.8,,
40666,145.962,,
40823,333.78,,
41978,498.42,,
41887,274.14,,
41469,182.28,,
40590,517.08,,
41975,226.257,,
41320,690.12,,
40696,441.9,,
41536,168.04,,
41447,353.568,,
41587,356.238,,
41582,384.38064,,
41627,273.472,,
40626,152.25,,
41149,728.82,,
40785,682.992,,
41929,1875.258,,
41567,408.3,,
41867,695.808,,
41872,197.94,,
41613,182.94,,
41808,572.481,,
41783,735.75,,
40865,489.96,,
41436,1015.68,,
41701,221.4,,
41604,656.991,,
41230,415.968,,
41905,471.21568,,
41276,976.7772,,
41523,887.271,,
41912,344.22,,
41418,329.76,,
41612,401.355,,
40792,602.76,,
41101,716,,
41446,447.696,,
40823,785.088,,
41964,709.128,,
41877,304.3776,,
41780,205.44,,
40834,682.08,,
42004,530.22,,
41404,830.7,,
41471,247.6,,
40869,425.91,,
41634,396.78,,
41576,364.32,,
40740,227.16,,
42000,204.3,,
40626,230.256,,
41740,206.784,,
41443,166.68,,
41939,568.215,,
40782,513.72,,
41917,526.635,,
41589,155.82,,
41820,634.78788,,
41680,1128.384,,
40603,457.568,,
41631,891.54,,
41792,207.9,,
40665,236.1765,,
41918,803.04,,
41513,368.334,,
41310,154.44,,
41977,183.136,,
41628,422.73,,
40884,2596.293,,
40862,636.21,,
40747,124.68,,
41871,1168.4,,
41522,154.26,,
41950,449.568,,
40737,351.216,,
41925,435.84,,
41890,301.38,,
41544,157.95,,
41222,248.832,,
41167,359.76,,
41914,854.784,,
41603,1684.752,,
41909,390.08,,
40898,422.01,,
40780,1007.944,,
41361,761.4,,
41982,1089.75,,
41719,443.7,,
41472,537.705,,
41072,391.14,,
41236,1166.94,,
41872,148.44,,
41327,282.9,,
41265,341.577,,
41225,696.654,,
41471,245.484,,
41858,310.14,,
41296,424.35,,
41534,136.35,,
41801,421.38,,
41313,378.39,,
40865,730.2,,
41832,285.3,,
41929,243.6,,
41970,263.1,,
40805,358.92,,
41772,423.24,,
41474,880.74,,
41898,632.61,,
40669,513.6,,
40997,457.95,,
40655,298.68,,
41452,532.98,,
41943,251.006,,
41440,599.165,,
40904,281.88,,
40721,455.328,,
41703,446.148,,
41533,879.6,,
41893,718.794,,
40780,423.6,,
41422,578.34,,
41529,457.812,,
41207,762.48,,
41292,448.578,,
41004,547.136,,
41387,806.10768,,
41270,119.25,,
41255,346.761,,
41989,352.86,,
41941,701.298,,
40621,170.24,,
41955,142.08,,
41213,747.36,,
41975,453.747,,
40569,1113.408,,
41087,560.115,,
40935,181.986,,
41674,419.4,,
41537,496,,
41681,670.95,,
40979,381.84,,
41779,379.134,,
41803,452.94,,
40658,181.26,,
41841,364.392,,
41869,224.856,,
41885,333.48,,
41604,94.98,,
41816,484.03,,
41745,504.972,,
41756,256.86,,
41465,270.54,,
41618,572.67,,
40660,920.4,,
41890,332.28,,
40694,539.472,,
41625,626.175,,
41549,242.52,,
41085,370.44,,
41538,313.248,,
41975,317.058,,
41230,225.568,,
40807,246.384,,
41645,234,,
40763,445.96,,
41303,504.09,,
