Order Date,Total amount
03-12-2014,9951.182
04-12-2014,1403.842
05-12-2014,2639.638
06-12-2014,1453.136
07-12-2014,10.68
08-12-2014,2916.514
09-12-2014,7643.041
10-12-2014,5470.39
11-12-2014,3873.559
12-12-2014,2823.965
14-12-2014,580.936
15-12-2014,3897.714
16-12-2014,306.888
17-12-2014,858.702
18-12-2014,2027.758
19-12-2014,3645.911
20-12-2014,1895.926
21-12-2014,377.736
22-12-2014,2140.94
23-12-2014,7442.021
24-12-2014,1926.776
25-12-2014,6233.054
26-12-2014,2698.927
27-12-2014,814.594
28-12-2014,177.636
29-12-2014,1657.3508
30-12-2014,2915.534
31-12-2014,713.79
