store_id,store_name,location
855,Store_Nanterre,"Nanterre, Ile-de-France, France"
856,Store_Shihezi,"Shihezi, Xinjiang Uygur, China"
857,Store_Givors,"Givors, Rhône-Alpes, France"
858,Store_Carrefour,"Carrefour, Ouest, Haiti"
859,Store_Brasov,"Brasov, Brasov, Romania"
860,Store_Vichy,"Vichy, Auvergne, France"
861,Store_Kure,"Kure, Hiroshima, Japan"
862,Store_Derby,"Derby, England, United Kingdom"
863,Store_Arnhem,"Arnhem, Gelderland, Netherlands"
864,Store_Aprilia,"Aprilia, Lazio, Italy"
865,Store_Waitakere,"Waitakere, Auckland, New Zealand"
866,Store_Fargo,"Fargo, North Dakota, United States"
867,Store_Aurora,"Aurora, Colorado, United States"
868,Store_Hanoi,"Hanoi, Th? Dô Hà N?i, Vietnam"
869,Store_Genk,"Genk, Limburg, Belgium"
870,Store_Castanhal,"Castanhal, Pará, Brazil"
871,Store_La_Spezia,"La Spezia, Liguria, Italy"
872,Store_Jiangyan,"Jiangyan, Jiangsu, China"
873,Store_Wilmington,"Wilmington, Delaware, United States"
874,Store_Fairfield,"Fairfield, Connecticut, United States"
875,Store_Littlehampton,"Littlehampton, England, United Kingdom"
876,Store_Padang,"Padang, Sumatera Barat, Indonesia"
877,Store_Yunyang,"Yunyang, Henan, China"
878,Store_Fatehpur,"Fatehpur, Rajasthan, India"
879,Store_Changshu,"Changshu, Jiangsu, China"
880,Store_Quevedo,"Quevedo, Los Rios, Ecuador"
881,Store_Changzhou,"Changzhou, Jiangsu, China"
882,Store_Sakaka,"Sakaka, Al Jawf, Saudi Arabia"
883,Store_Saint-Dizier,"Saint-Dizier, Champagne-Ardenne, France"
884,Store_Stourbridge,"Stourbridge, England, United Kingdom"
885,Store_Presidente_Dutra,"Presidente Dutra, Maranhão, Brazil"
886,Store_El_Paso,"El Paso, Texas, United States"
887,Store_Bognor_Regis,"Bognor Regis, England, United Kingdom"
888,Store_Xuzhou,"Xuzhou, Jiangsu, China"
889,Store_Ninghai,"Ninghai, Zhejiang, China"
890,Store_Bridgetown,"Bridgetown, Saint Michael, Barbados"
891,Store_Fort_Lauderdale,"Fort Lauderdale, Florida, United States"
892,Store_Beauvais,"Beauvais, Picardy, France"
893,Store_South_Shields,"South Shields, England, United Kingdom"
894,Store_Manchester,"Manchester, Connecticut, United States"
895,Store_Nuevo_Laredo,"Nuevo Laredo, Tamaulipas, Mexico"
896,Store_Kano,"Kano, Kano, Nigeria"
897,Store_Dewas,"Dewas, Madhya Pradesh, India"
898,Store_Puertollano,"Puertollano, Castile-La Mancha, Spain"
899,Store_Lawrence,"Lawrence, Massachusetts, United States"
900,Store_Bonn,"Bonn, North Rhine-Westphalia, Germany"
901,Store_Danville,"Danville, California, United States"
902,Store_Arles,"Arles, Provence-Alpes-Côte d'Azur, France"
903,Store_Murcia,"Murcia, Murcia, Spain"
904,Store_Liverpool,"Liverpool, England, United Kingdom"
905,Store_Fes,"Fes, Fès-Boulemane, Morocco"
906,Store_Farnborough,"Farnborough, England, United Kingdom"
907,Store_Suining,"Suining, Sichuan, China"
908,Store_Herne,"Herne, North Rhine-Westphalia, Germany"
909,Store_Ciego_de_Ávila,"Ciego de Ávila, Ciego de Ávila, Cuba"
910,Store_Arkhangelsk,"Arkhangelsk, Arkhangel'sk, Russia"
911,Store_Ljubljana,"Ljubljana, Ljubljana, Slovenia"
912,Store_Marion,"Marion, Ohio, United States"
913,Store_Mount_Isa,"Mount Isa, Queensland, Australia"
914,Store_Nizhyn,"Nizhyn, Chernihiv, Ukraine"
915,Store_Bamako,"Bamako, Bamako, Mali"
916,Store_Montevideo,"Montevideo, Montevideo, Uruguay"
917,Store_Tepic,"Tepic, Nayarit, Mexico"
918,Store_Dnipropetrovs'k,"Dnipropetrovs'k, Dnipropetrovs'k, Ukraine"
919,Store_Gorakhpur,"Gorakhpur, Uttar Pradesh, India"
920,Store_Catania,"Catania, Sicily, Italy"
921,Store_Grigny,"Grigny, Ile-de-France, France"
922,Store_Yibin,"Yibin, Sichuan, China"
923,Store_Mahajanga,"Mahajanga, Boeny, Madagascar"
924,Store_Saida,"Saida, Saida, Algeria"
925,Store_Cergy,"Cergy, Ile-de-France, France"
926,Store_Arzgir,"Arzgir, Stavropol', Russia"
927,Store_Gravesend,"Gravesend, England, United Kingdom"
928,Store_Mentougou,"Mentougou, Beijing, China"
929,Store_Nampula,"Nampula, Nampula, Mozambique"
930,Store_Edmonds,"Edmonds, Washington, United States"
931,Store_Traralgon,"Traralgon, Victoria, Australia"
932,Store_Vinnytsya,"Vinnytsya, Vinnytsya, Ukraine"
933,Store_Evanston,"Evanston, Illinois, United States"
934,Store_Bossier_City,"Bossier City, Louisiana, United States"
935,Store_Timaru,"Timaru, Canterbury, New Zealand"
936,Store_Libourne,"Libourne, Aquitaine, France"
937,Store_Tampa,"Tampa, Florida, United States"
938,Store_Ashdod,"Ashdod, Southern, Israel"
939,Store_Patrocínio,"Patrocínio, Minas Gerais, Brazil"
940,Store_Slough,"Slough, England, United Kingdom"
941,Store_Rennes,"Rennes, Brittany, France"
942,Store_Datong,"Datong, Shanxi, China"
943,Store_Oberhausen,"Oberhausen, North Rhine-Westphalia, Germany"
944,Store_Chipata,"Chipata, Eastern, Zambia"
945,Store_Galati,"Galati, Galati, Romania"
946,Store_Toowoomba,"Toowoomba, Queensland, Australia"
947,Store_Bry-sur-Marne,"Bry-sur-Marne, Ile-de-France, France"
948,Store_Balneário_Camboriú,"Balneário Camboriú, Santa Catarina, Brazil"
949,Store_Dreux,"Dreux, Centre, France"
950,Store_Toulouse,"Toulouse, Midi-Pyrénées, France"
951,Store_Benghazi,"Benghazi, Banghazi, Libya"
952,Store_Bacoor,"Bacoor, Calabarzon, Philippines"
953,Store_Nanning,"Nanning, Guangxi, China"
954,Store_Stolberg,"Stolberg, North Rhine-Westphalia, Germany"
955,Store_Bari,"Bari, Apulia, Italy"
956,Store_Xining,"Xining, Qinghai, China"
957,Store_Tabuk,"Tabuk, Tabuk, Saudi Arabia"
958,Store_Guiyang,"Guiyang, Guizhou, China"
959,Store_Durango,"Durango, Durango, Mexico"
960,Store_Kenosha,"Kenosha, Wisconsin, United States"
961,Store_Tokyo,"Tokyo, Tokyo, Japan"
962,Store_Bene_Beraq,"Bene Beraq, Tel Aviv, Israel"
963,Store_Rotherham,"Rotherham, England, United Kingdom"
964,Store_Cork,"Cork, Cork, Ireland"
965,Store_Columbus,"Columbus, Indiana, United States"
966,Store_Roodepoort,"Roodepoort, Gauteng, South Africa"
967,Store_Fontaine,"Fontaine, Rhône-Alpes, France"
968,Store_Rabat,"Rabat, Rabat-Salé-Zemmour-Zaer, Morocco"
969,Store_Temecula,"Temecula, California, United States"
970,Store_José_Bonifácio,"José Bonifácio, São Paulo, Brazil"
971,Store_Lusaka,"Lusaka, Lusaka, Zambia"
972,Store_Basra,"Basra, Al Basrah, Iraq"
973,Store_Apple_Valley,"Apple Valley, California, United States"
974,Store_Meizhou,"Meizhou, Guangdong, China"
975,Store_Guasave,"Guasave, Sinaloa, Mexico"
976,Store_Richardson,"Richardson, Texas, United States"
977,Store_Santana_de_Parnaíba,"Santana de Parnaíba, São Paulo, Brazil"
978,Store_Montgomery,"Montgomery, Alabama, United States"
979,Store_Austin,"Austin, Texas, United States"
980,Store_Aubervilliers,"Aubervilliers, Ile-de-France, France"
981,Store_Upper_Hutt,"Upper Hutt, Wellington, New Zealand"
982,Store_Neuilly-sur-Seine,"Neuilly-sur-Seine, Ile-de-France, France"
983,Store_Faridabad,"Faridabad, Haryana, India"
984,Store_Fairfield,"Fairfield, California, United States"
985,Store_Santa_Ana,"Santa Ana, Santa Ana, El Salvador"
986,Store_Le_Havre,"Le Havre, Upper Normandy, France"
987,Store_Mwanza,"Mwanza, Mwanza, Tanzania"
988,Store_Orem,"Orem, Utah, United States"
989,Store_Petapa,"Petapa, Guatemala, Guatemala"
990,Store_Newport_News,"Newport News, Virginia, United States"
991,Store_Miramas,"Miramas, Provence-Alpes-Côte d'Azur, France"
992,Store_Mabopane,"Mabopane, Gauteng, South Africa"
993,Store_David,"David, Chiriquí, Panama"
994,Store_Dos_Hermanas,"Dos Hermanas, Andalusía, Spain"
995,Store_Villa_Frontera,"Villa Frontera, Coahuila, Mexico"
996,Store_Franklin,"Franklin, Massachusetts, United States"
997,Store_Suzhou,"Suzhou, Jiangsu, China"
998,Store_Hartlepool,"Hartlepool, England, United Kingdom"
999,Store_Orizaba,"Orizaba, Veracruz, Mexico"
1000,Store_Lázaro_Cárdenas,"Lázaro Cárdenas, Michoacán, Mexico"
1001,Store_Busan,"Busan, Busan, South Korea"
1002,Store_Pearland,"Pearland, Texas, United States"
1003,Store_Holguín,"Holguín, Holguín, Cuba"
1004,Store_Korba,"Korba, Chhattisgarh, India"
1005,Store_Viterbo,"Viterbo, Lazio, Italy"
1006,Store_Carcassonne,"Carcassonne, Languedoc-Roussillon, France"
1007,Store_Villach,"Villach, Carinthia, Austria"
1008,Store_Altamura,"Altamura, Apulia, Italy"
1009,Store_Longmont,"Longmont, Colorado, United States"
1010,Store_Ezhou,"Ezhou, Hubei, China"
1011,Store_Escuintla,"Escuintla, Escuintla, Guatemala"
1012,Store_Gujranwala,"Gujranwala, Punjab, Pakistan"
1013,Store_Jena,"Jena, Thuringia, Germany"
1014,Store_Oxford,"Oxford, England, United Kingdom"
1015,Store_Anantapur,"Anantapur, Andhra Pradesh, India"
1016,Store_Qom,"Qom, Qom, Iran"
1017,Store_Jiaozuo,"Jiaozuo, Henan, China"
1018,Store_Portsmouth,"Portsmouth, England, United Kingdom"
1019,Store_Hildesheim,"Hildesheim, Lower Saxony, Germany"
1020,Store_Sunderland,"Sunderland, England, United Kingdom"
1021,Store_Al_Mahallah_al_Kubra,"Al Mahallah al Kubra, Al Gharbiyah, Egypt"
1022,Store_La_Plata,"La Plata, Provincia de Buenos Aires, Argentina"
1023,Store_Landskrona,"Landskrona, Skåne, Sweden"
1024,Store_Helsinki,"Helsinki, Uusimaa, Finland"
1025,Store_Las_Vegas,"Las Vegas, Nevada, United States"
1026,Store_Budapest,"Budapest, Budapest, Hungary"
1027,Store_Bath,"Bath, England, United Kingdom"
1028,Store_Lome,"Lome, Maritime, Togo"
1029,Store_Ferrara,"Ferrara, Emilia-Romagna, Italy"
1030,Store_Palaiseau,"Palaiseau, Ile-de-France, France"
1031,Store_Gateshead,"Gateshead, England, United Kingdom"
1032,Store_Saint-Louis,"Saint-Louis, Alsace, France"
1033,Store_Plainfield,"Plainfield, New Jersey, United States"
1034,Store_Itamaraju,"Itamaraju, Bahia, Brazil"
1035,Store_Coventry,"Coventry, England, United Kingdom"
1036,Store_Villeneuve-d'Ascq,"Villeneuve-d'Ascq, Nord-Pas-de-Calais, France"
1037,Store_Mathura,"Mathura, Uttar Pradesh, India"
1038,Store_Wilhelmshaven,"Wilhelmshaven, Lower Saxony, Germany"
1039,Store_Hurghada,"Hurghada, Al Bahr Al Ahmar, Egypt"
1040,Store_Gaya,"Gaya, Bihar, India"
1041,Store_Toul,"Toul, Lorraine, France"
1042,Store_Arusha,"Arusha, Arusha, Tanzania"
1043,Store_Ibirité,"Ibirité, Minas Gerais, Brazil"
1044,Store_Guadalajara,"Guadalajara, Jalisco, Mexico"
1045,Store_Ciudad_del_Carmen,"Ciudad del Carmen, Campeche, Mexico"
1046,Store_Kolhapur,"Kolhapur, Maharashtra, India"
1047,Store_Valles,"Valles, San Luis Potosí, Mexico"
1048,Store_Beverly,"Beverly, Massachusetts, United States"
1049,Store_Buffalo,"Buffalo, New York, United States"
1050,Store_Kassel,"Kassel, Hesse, Germany"
1051,Store_Greensboro,"Greensboro, North Carolina, United States"
1052,Store_La_Vega,"La Vega, La Vega, Dominican Republic"
1053,Store_Nouakchott,"Nouakchott, Nouakchott, Mauritania"
1054,Store_Saint-Louis,"Saint-Louis, Saint-Louis, Senegal"
1055,Store_Santa_Marta,"Santa Marta, Magdalena, Colombia"
1056,Store_Córdoba,"Córdoba, Córdoba, Argentina"
1057,Store_George,"George, Western Cape, South Africa"
1058,Store_Sindelfingen,"Sindelfingen, Baden-Württemberg, Germany"
1059,Store_Kawaguchi,"Kawaguchi, Chiba, Japan"
1060,Store_Villa_Canales,"Villa Canales, Guatemala, Guatemala"
1061,Store_Zunyi,"Zunyi, Guizhou, China"
1062,Store_Wuchang,"Wuchang, Heilongjiang, China"
1063,Store_Hermosillo,"Hermosillo, Sonora, Mexico"
1064,Store_Douai,"Douai, Nord-Pas-de-Calais, France"
1065,Store_Fukuyama,"Fukuyama, Hiroshima, Japan"
1066,Store_Dabrowa_Gornicza,"Dabrowa Gornicza, Silesia, Poland"
1067,Store_Essen,"Essen, North Rhine-Westphalia, Germany"
1068,Store_Gresham,"Gresham, Oregon, United States"
1069,Store_Santiago_de_Compostela,"Santiago de Compostela, Galicia, Spain"
1070,Store_Paraparaumu,"Paraparaumu, Wellington, New Zealand"
1071,Store_San_Juan,"San Juan, San Juan, Argentina"
1072,Store_Manaus,"Manaus, Amazonas, Brazil"
1073,Store_Mantes-la-Jolie,"Mantes-la-Jolie, Ile-de-France, France"
1074,Store_Glasgow,"Glasgow, Scotland, United Kingdom"
1075,Store_Reno,"Reno, Nevada, United States"
1076,Store_Pontivy,"Pontivy, Brittany, France"
1077,Store_Tauranga,"Tauranga, Bay of Plenty, New Zealand"
1078,Store_The_Hague,"The Hague, South Holland, Netherlands"
1079,Store_Karlstad,"Karlstad, Värmland, Sweden"
1080,Store_Rajkot,"Rajkot, Gujarat, India"
1081,Store_Satna,"Satna, Madhya Pradesh, India"
1082,Store_Yulin,"Yulin, Shaanxi, China"
1083,Store_Manzanillo,"Manzanillo, Granma, Cuba"
1084,Store_Karbala',"Karbala', Karbala', Iraq"
1085,Store_Hrodna,"Hrodna, Hrodna, Belarus"
1086,Store_Clarksville,"Clarksville, Tennessee, United States"
1087,Store_Guangshui,"Guangshui, Hubei, China"
1088,Store_Bikaner,"Bikaner, Rajasthan, India"
1089,Store_Indore,"Indore, Madhya Pradesh, India"
1090,Store_Wigan,"Wigan, England, United Kingdom"
1091,Store_Beykoz,"Beykoz, Istanbul, Turkey"
1092,Store_Le_Cannet,"Le Cannet, Provence-Alpes-Côte d'Azur, France"
1093,Store_Columbia,"Columbia, South Carolina, United States"
1094,Store_Tirupati,"Tirupati, Andhra Pradesh, India"
1095,Store_Manizales,"Manizales, Caldas, Colombia"
1096,Store_Conflans-Sainte-Honorine,"Conflans-Sainte-Honorine, Ile-de-France, France"
1097,Store_Leicester,"Leicester, England, United Kingdom"
1098,Store_Luanda,"Luanda, Luanda, Angola"
1099,Store_Mbandaka,"Mbandaka, Equateur, Democratic Republic of the Congo"
1100,Store_Cuernavaca,"Cuernavaca, Morelos, Mexico"
1101,Store_San_Pedro_Sula,"San Pedro Sula, Cortés, Honduras"
1102,Store_Jinjiang,"Jinjiang, Fujian, China"
1103,Store_Zhaoqing,"Zhaoqing, Guangdong, China"
1104,Store_Broken_Arrow,"Broken Arrow, Oklahoma, United States"
1105,Store_Ponferrada,"Ponferrada, Castile and León, Spain"
1106,Store_Yerres,"Yerres, Ile-de-France, France"
1107,Store_Lawrence,"Lawrence, Indiana, United States"
1108,Store_Blenheim,"Blenheim, Marlborough, New Zealand"
1109,Store_Rillieux-la-Pape,"Rillieux-la-Pape, Rhône-Alpes, France"
1110,Store_Luohe,"Luohe, Henan, China"
1111,Store_Spijkenisse,"Spijkenisse, South Holland, Netherlands"
1112,Store_Nzerekore,"Nzerekore, Nzérékoré, Guinea"
1113,Store_Zaria,"Zaria, Kaduna, Nigeria"
1114,Store_Bielefeld,"Bielefeld, North Rhine-Westphalia, Germany"
1115,Store_Stains,"Stains, Ile-de-France, France"
1116,Store_San_Francisco_de_Macorís,"San Francisco de Macorís, Duarte, Dominican Republic"
1117,Store_Lecce,"Lecce, Apulia, Italy"
1118,Store_Colorado_Springs,"Colorado Springs, Colorado, United States"
1119,Store_São_Luís,"São Luís, Maranhão, Brazil"
1120,Store_Bagnolet,"Bagnolet, Ile-de-France, France"
1121,Store_Qitaihe,"Qitaihe, Heilongjiang, China"
1122,Store_Meerut,"Meerut, Uttar Pradesh, India"
1123,Store_Shumen,"Shumen, Shumen, Bulgaria"
1124,Store_Ponte_Nova,"Ponte Nova, Minas Gerais, Brazil"
1125,Store_Jinhua,"Jinhua, Zhejiang, China"
1126,Store_Cheltenham,"Cheltenham, England, United Kingdom"
1127,Store_Kaduna,"Kaduna, Kaduna, Nigeria"
1128,Store_Breda,"Breda, North Brabant, Netherlands"
1129,Store_Valladolid,"Valladolid, Castile and León, Spain"
1130,Store_Courbevoie,"Courbevoie, Ile-de-France, France"
1131,Store_Fuengirola,"Fuengirola, Andalusía, Spain"
1132,Store_Charleroi,"Charleroi, Hainaut, Belgium"
1133,Store_Oran,"Oran, Oran, Algeria"
1134,Store_Kigali,"Kigali, Kigali, Rwanda"
1135,Store_Adana,"Adana, Adana, Turkey"
1136,Store_Nova_Serrana,"Nova Serrana, Minas Gerais, Brazil"
1137,Store_Guadalajara,"Guadalajara, Castile-La Mancha, Spain"
1138,Store_Oklahoma_City,"Oklahoma City, Oklahoma, United States"
1139,Store_Santa_Helena,"Santa Helena, Maranhão, Brazil"
1140,Store_Great_Falls,"Great Falls, Montana, United States"
1141,Store_Belo_Horizonte,"Belo Horizonte, Minas Gerais, Brazil"
1142,Store_North_York,"North York, Ontario, Canada"
1143,Store_Lakeville,"Lakeville, Minnesota, United States"
1144,Store_Atakpame,"Atakpame, Plateaux, Togo"
1145,Store_Amadora,"Amadora, Lisboa, Portugal"
1146,Store_Pekanbaru,"Pekanbaru, Riau, Indonesia"
1147,Store_Louisville,"Louisville, Colorado, United States"
1148,Store_Smyrna,"Smyrna, Georgia, United States"
1149,Store_Saint_Cloud,"Saint Cloud, Minnesota, United States"
1150,Store_Jamundí,"Jamundí, Valle del Cauca, Colombia"
1151,Store_Foumban,"Foumban, Ouest, Cameroon"
1152,Store_Jilin,"Jilin, Jilin, China"
1153,Store_Versailles,"Versailles, Ile-de-France, France"
1154,Store_Lorca,"Lorca, Murcia, Spain"
1155,Store_Langenhagen,"Langenhagen, Lower Saxony, Germany"
1156,Store_Caucaia,"Caucaia, Ceará, Brazil"
1157,Store_Borujerd,"Borujerd, Lorestan, Iran"
1158,Store_Fortaleza,"Fortaleza, Ceará, Brazil"
1159,Store_Anyang,"Anyang, Gyeonggi, South Korea"
1160,Store_Apodaca,"Apodaca, Nuevo León, Mexico"
1161,Store_Parbhani,"Parbhani, Maharashtra, India"
1162,Store_Kita-ku,"Kita-ku, Osaka, Japan"
1163,Store_Likasi,"Likasi, Katanga, Democratic Republic of the Congo"
1164,Store_Bom_Jesus_da_Lapa,"Bom Jesus da Lapa, Bahia, Brazil"
1165,Store_Arlington,"Arlington, Virginia, United States"
1166,Store_Appleton,"Appleton, Wisconsin, United States"
1167,Store_Apopa,"Apopa, San Salvador, El Salvador"
1168,Store_Asti,"Asti, Piedmont, Italy"
1169,Store_Mauá,"Mauá, São Paulo, Brazil"
1170,Store_Ranchi,"Ranchi, Jharkhand, India"
1171,Store_Brest,"Brest, Brittany, France"
1172,Store_Newcastle,"Newcastle, Kwazulu-natal, South Africa"
1173,Store_Luhans'k,"Luhans'k, Luhans'k, Ukraine"
1174,Store_Geneva,"Geneva, Geneva, Switzerland"
1175,Store_Hautmont,"Hautmont, Nord-Pas-de-Calais, France"
1176,Store_Offenburg,"Offenburg, Baden-Württemberg, Germany"
1177,Store_Ananindeua,"Ananindeua, Pará, Brazil"
1178,Store_Nagercoil,"Nagercoil, Tamil Nadu, India"
1179,Store_Iguala,"Iguala, Guerrero, Mexico"
1180,Store_Portland,"Portland, Oregon, United States"
1181,Store_Comodoro_Rivadavia,"Comodoro Rivadavia, Chubut, Argentina"
1182,Store_Nizamabad,"Nizamabad, Telangana, India"
1183,Store_Meriden,"Meriden, Connecticut, United States"
1184,Store_Resistencia,"Resistencia, Chaco, Argentina"
1185,Store_Bijie,"Bijie, Guizhou, China"
1186,Store_Copenhagen,"Copenhagen, Hovedstaden, Denmark"
1187,Store_Niamey,"Niamey, Niamey, Niger"
1188,Store_Evry,"Evry, Ile-de-France, France"
1189,Store_Bourges,"Bourges, Centre, France"
1190,Store_Great_Yarmouth,"Great Yarmouth, England, United Kingdom"
1191,Store_Nashville,"Nashville, Tennessee, United States"
1192,Store_Draguignan,"Draguignan, Provence-Alpes-Côte d'Azur, France"
1193,Store_Jiutepec,"Jiutepec, Morelos, Mexico"
1194,Store_Hamm,"Hamm, North Rhine-Westphalia, Germany"
1195,Store_Bareilly,"Bareilly, Uttar Pradesh, India"
1196,Store_Mamak,"Mamak, Ankara, Turkey"
1197,Store_Sannois,"Sannois, Ile-de-France, France"
1198,Store_Toluca,"Toluca, México, Mexico"
1199,Store_Linz,"Linz, Upper Austria, Austria"
1200,Store_Dubuque,"Dubuque, Iowa, United States"
1201,Store_Port_Moresby,"Port Moresby, National Capital, Papua New Guinea"
1202,Store_Kerman,"Kerman, Kerman, Iran"
1203,Store_Lakewood,"Lakewood, Ohio, United States"
1204,Store_La_Ceiba,"La Ceiba, Atlántida, Honduras"
1205,Store_Port_Macquarie,"Port Macquarie, New South Wales, Australia"
1206,Store_Nelson,"Nelson, Nelson, New Zealand"
1207,Store_Gdansk,"Gdansk, Pomerania, Poland"
1208,Store_Puducherry,"Puducherry, Puducherry, India"
1209,Store_Little_Rock,"Little Rock, Arkansas, United States"
1210,Store_Changwon,"Changwon, Gyeongsangnam, South Korea"
1211,Store_Remscheid,"Remscheid, North Rhine-Westphalia, Germany"
1212,Store_Exeter,"Exeter, England, United Kingdom"
1213,Store_Leshan,"Leshan, Sichuan, China"
1214,Store_Chinautla,"Chinautla, Guatemala, Guatemala"
1215,Store_Brandenburg,"Brandenburg, Brandenburg, Germany"
1216,Store_Saint-Ouen,"Saint-Ouen, Ile-de-France, France"
1217,Store_Le_Plessis-Robinson,"Le Plessis-Robinson, Ile-de-France, France"
1218,Store_Halle,"Halle, Saxony-Anhalt, Germany"
1219,Store_Harrow,"Harrow, England, United Kingdom"
1220,Store_Echirolles,"Echirolles, Rhône-Alpes, France"
1221,Store_Nogent-sur-Oise,"Nogent-sur-Oise, Picardy, France"
1222,Store_Casoria,"Casoria, Campania, Italy"
1223,Store_Griffith,"Griffith, New South Wales, Australia"
1224,Store_Barra_Mansa,"Barra Mansa, Rio de Janeiro, Brazil"
1225,Store_Naperville,"Naperville, Illinois, United States"
1226,Store_Saint-Genis-Laval,"Saint-Genis-Laval, Rhône-Alpes, France"
1227,Store_Ibagué,"Ibagué, Tolima, Colombia"
1228,Store_Tirunelveli,"Tirunelveli, Tamil Nadu, India"
1229,Store_Ulan_Bator,"Ulan Bator, Ulaanbaatar, Mongolia"
1230,Store_Les_Herbiers,"Les Herbiers, Pays de la Loire, France"
1231,Store_Pasco,"Pasco, Washington, United States"
1232,Store_Cheyenne,"Cheyenne, Wyoming, United States"
1233,Store_Perugia,"Perugia, Umbria, Italy"
1234,Store_Dresden,"Dresden, Saxony, Germany"
1235,Store_Francisco_Beltrão,"Francisco Beltrão, Parana, Brazil"
1236,Store_Tours,"Tours, Centre, France"
1237,Store_Araçatuba,"Araçatuba, São Paulo, Brazil"
1238,Store_Gawler,"Gawler, South Australia, Australia"
1239,Store_Des_Moines,"Des Moines, Iowa, United States"
1240,Store_Groningen,"Groningen, Groningen, Netherlands"
1241,Store_Ichalkaranji,"Ichalkaranji, Maharashtra, India"
1242,Store_Naples,"Naples, Campania, Italy"
1243,Store_Bur_Sudan,"Bur Sudan, Red Sea, Sudan"
1244,Store_Firozabad,"Firozabad, Uttar Pradesh, India"
1245,Store_Aschaffenburg,"Aschaffenburg, Bavaria, Germany"
1246,Store_Soissons,"Soissons, Picardy, France"
1247,Store_Aoba-ku,"Aoba-ku, Kanagawa, Japan"
1248,Store_Silivri,"Silivri, Istanbul, Turkey"
1249,Store_Tawau,"Tawau, Sabah, Malaysia"
1250,Store_Limeira,"Limeira, São Paulo, Brazil"
1251,Store_Oldham,"Oldham, England, United Kingdom"
1252,Store_Itajaí,"Itajaí, Santa Catarina, Brazil"
1253,Store_Goiânia,"Goiânia, Goiás, Brazil"
1254,Store_Neuwied,"Neuwied, Rhineland-Palatinate, Germany"
1255,Store_Marano_di_Napoli,"Marano di Napoli, Campania, Italy"
1256,Store_Papakura,"Papakura, Auckland, New Zealand"
1257,Store_Watford,"Watford, England, United Kingdom"
1258,Store_Dalian,"Dalian, Liaoning, China"
1259,Store_Annecy,"Annecy, Rhône-Alpes, France"
1260,Store_Sunnyvale,"Sunnyvale, California, United States"
1261,Store_Madero,"Madero, Tamaulipas, Mexico"
1262,Store_Tongchuan,"Tongchuan, Shaanxi, China"
1263,Store_Kramators'k,"Kramators'k, Donetsk, Ukraine"
1264,Store_Ujjain,"Ujjain, Madhya Pradesh, India"
1265,Store_Asansol,"Asansol, West Bengal, India"
1266,Store_Brahmapur,"Brahmapur, Odisha, India"
1267,Store_Roissy-en-Brie,"Roissy-en-Brie, Ile-de-France, France"
1268,Store_Varese,"Varese, Lombardy, Italy"
1269,Store_Coulommiers,"Coulommiers, Ile-de-France, France"
1270,Store_Chelmsford,"Chelmsford, England, United Kingdom"
1271,Store_Coimbra,"Coimbra, Coimbra, Portugal"
1272,Store_Ashford,"Ashford, England, United Kingdom"
1273,Store_Bouake,"Bouake, Vallee Du Bandama, Cote d'Ivoire"
1274,Store_Mildura,"Mildura, Victoria, Australia"
1275,Store_Puerto_La_Cruz,"Puerto La Cruz, Anzoátegui, Venezuela"
1276,Store_Teresópolis,"Teresópolis, Rio de Janeiro, Brazil"
1277,Store_Juiz_de_Fora,"Juiz de Fora, Minas Gerais, Brazil"
1278,Store_Foggia,"Foggia, Apulia, Italy"
1279,Store_Parma,"Parma, Ohio, United States"
1280,Store_Farmington,"Farmington, New Mexico, United States"
1281,Store_Cholula,"Cholula, Puebla, Mexico"
1282,Store_Pamiers,"Pamiers, Midi-Pyrénées, France"
1283,Store_Criciúma,"Criciúma, Santa Catarina, Brazil"
1284,Store_Taubaté,"Taubaté, São Paulo, Brazil"
1285,Store_Pantin,"Pantin, Ile-de-France, France"
1286,Store_Gilbert,"Gilbert, Arizona, United States"
1287,Store_Oceanside,"Oceanside, New York, United States"
1288,Store_Celaya,"Celaya, Guanajuato, Mexico"
1289,Store_Mansfield,"Mansfield, England, United Kingdom"
1290,Store_Kazerun,"Kazerun, Fars, Iran"
1291,Store_Taiyuan,"Taiyuan, Shanxi, China"
1292,Store_Pasadena,"Pasadena, Texas, United States"
1293,Store_Río_Bravo,"Río Bravo, Tamaulipas, Mexico"
1294,Store_Chiclana_de_la_Frontera,"Chiclana de la Frontera, Andalusía, Spain"
1295,Store_Los_Mochis,"Los Mochis, Sinaloa, Mexico"
1296,Store_Suffolk,"Suffolk, Virginia, United States"
1297,Store_Anshun,"Anshun, Guizhou, China"
1298,Store_San_Pablo_de_las_Salinas,"San Pablo de las Salinas, México, Mexico"
1299,Store_Poissy,"Poissy, Ile-de-France, France"
1300,Store_Choluteca,"Choluteca, Choluteca, Honduras"
1301,Store_San_Andrés_Tuxtla,"San Andrés Tuxtla, Veracruz, Mexico"
1302,Store_Fort_Collins,"Fort Collins, Colorado, United States"
1303,Store_Dublin,"Dublin, Ohio, United States"
1304,Store_Hiratsuka,"Hiratsuka, Kanagawa, Japan"
1305,Store_Huangshi,"Huangshi, Hubei, China"
1306,Store_Xinghua,"Xinghua, Jiangsu, China"
1307,Store_Knoxville,"Knoxville, Tennessee, United States"
1308,Store_Khartoum,"Khartoum, Khartoum, Sudan"
1309,Store_Al_Minya,"Al Minya, Al Minya, Egypt"
