Product Name,Recommended Product,CoOccurrence,Support,Confidence,Lift
"Alliance Super-Size Bands, Assorted Sizes",Rogers Handheld Barrel Pencil Sharpener,1,0.0002,0.25,178.89
"Alliance Super-Size Bands, Assorted Sizes",Southworth 25% Cotton Granite Paper & Envelopes,1,0.0002,0.25,417.42
Alphabetical Labels for Top Tab Filing,HTC One,1,0.0002,0.1111,139.14
Alphabetical Labels for Top Tab Filing,Avery Heavy-Duty EZD  Binder With Locking Rings,1,0.0002,0.1111,92.76
Alphabetical Labels for Top Tab Filing,Bady BDG101FRU Card Printer,1,0.0002,0.1111,139.14
Alphabetical Labels for Top Tab Filing,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",1,0.0002,0.1111,61.84
Alphabetical Labels for Top Tab Filing,Hon Mobius Operator's Chair,1,0.0002,0.1111,111.31
Aluminum Document Frame,GBC Standard Therm-A-Bind Covers,1,0.0002,0.2,83.48
Aluminum Document Frame,Avery 520,1,0.0002,0.2,200.36
Aluminum Document Frame,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,1,0.0002,0.2,166.97
Aluminum Document Frame,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,1,0.0002,0.2,125.22
Aluminum Document Frame,Office Star - Ergonomically Designed Knee Chair,1,0.0002,0.2,143.11
Aluminum Screw Posts,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",1,0.0002,0.0909,113.84
Aluminum Screw Posts,Ibico Plastic Spiral Binding Combs,1,0.0002,0.0909,35.03
Aluminum Screw Posts,Tuf-Vin Binders,1,0.0002,0.0909,65.05
Aluminum Screw Posts,Loose Memo Sheets,1,0.0002,0.0909,227.68
Aluminum Screw Posts,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1,0.0002,0.0909,37.95
AmazonBasics 3-Button USB Wired Mouse,"Eldon Expressions Wood Desk Accessories, Oak",1,0.0002,0.2,83.48
AmazonBasics 3-Button USB Wired Mouse,Newell 334,1,0.0002,0.2,166.97
AmazonBasics 3-Button USB Wired Mouse,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1,0.0002,0.2,200.36
AmazonBasics 3-Button USB Wired Mouse,Poly String Tie Envelopes,1,0.0002,0.2,91.07
AmazonBasics 3-Button USB Wired Mouse,Tennsco Industrial Shelving,1,0.0002,0.2,111.31
American Pencil,Avery 492,1,0.0002,0.1667,166.97
American Pencil,Samsung Galaxy S4 Active,1,0.0002,0.1667,417.42
American Pencil,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1,0.0002,0.1667,69.57
American Pencil,Xerox 1919,1,0.0002,0.1667,92.76
American Pencil,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,0.0002,0.1667,278.28
Ames Color-File Green Diamond Border X-ray Mailers,Self-Adhesive Removable Labels,1,0.0002,0.25,178.89
Ames Color-File Green Diamond Border X-ray Mailers,"Crayola Anti Dust Chalk, 12/Pack",1,0.0002,0.25,178.89
Ames Color-File Green Diamond Border X-ray Mailers,O'Sullivan Plantations 2-Door Library in Landvery Oak,1,0.0002,0.25,250.45
Ames Color-File Green Diamond Border X-ray Mailers,Xerox 214,1,0.0002,0.25,139.14
Ames Color-File Green Diamond Border X-ray Mailers,Aastra 57i VoIP phone,1,0.0002,0.25,178.89
Ampad #10 Peel & Seel Holiday Envelopes,AT&T 841000 Phone,1,0.0002,0.3333,238.52
Ampad #10 Peel & Seel Holiday Envelopes,Bevis 36 x 72 Conference Tables,1,0.0002,0.3333,208.71
Ampad #10 Peel & Seel Holiday Envelopes,Digium D40 VoIP phone,1,0.0002,0.3333,185.52
Ampad #10 Peel & Seel Holiday Envelopes,Eureka Sanitaire  Commercial Upright,1,0.0002,0.3333,556.56
Ampad #10 Peel & Seel Holiday Envelopes,SanDisk Cruzer 32 GB USB Flash Drive,1,0.0002,0.3333,278.28
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Xerox 1884,1,0.0002,0.25,156.53
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Logitech G19 Programmable Gaming Keyboard,1,0.0002,0.25,156.53
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Security-Tint Envelopes,1,0.0002,0.25,139.14
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Xerox 1908,1,0.0002,0.25,178.89
"Ampad Evidence Wirebond Steno Books, 6"" x 9""","Eldon Regeneration Recycled Desk Accessories, Smoke",1,0.0002,0.25,250.45
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",1,0.0002,0.125,104.35
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",1,0.0002,0.125,313.06
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",BPI Conference Tables,1,0.0002,0.125,125.22
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Carina Mini System Audio Rack, Model AR050B",1,0.0002,0.125,104.35
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",GBC Instant Index System for Binding Systems,1,0.0002,0.125,125.22
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",OIC Binder Clips,1,0.0002,0.2,143.11
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Premier Electric Letter Opener,1,0.0002,0.2,125.22
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1,0.0002,0.2,100.18
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Avery 50,1,0.0002,0.2,200.36
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1,0.0002,0.25,104.35
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Xerox 189,1,0.0002,0.25,208.71
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Fluorescent Highlighters by Dixon,1,0.0002,0.25,250.45
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Nortel Networks T7316 E Nt8 B27,1,0.0002,0.25,208.71
Anderson Hickey Conga Table Tops & Accessories,Eldon Shelf Savers Cubes and Bins,1,0.0002,0.5,313.06
Anderson Hickey Conga Table Tops & Accessories,Ampad #10 Peel & Seel Holiday Envelopes,1,0.0002,0.5,834.83
Anderson Hickey Conga Table Tops & Accessories,Avery 518,1,0.0002,0.5,313.06
Anderson Hickey Conga Table Tops & Accessories,"Linden 10"" Round Wall Clock, Black",1,0.0002,0.5,417.42
"Angle-D Binders with Locking Rings, Label Holders",Belkin Standard 104 key USB Keyboard,1,0.0002,0.1,83.48
"Angle-D Binders with Locking Rings, Label Holders",Dixon Ticonderoga Core-Lock Colored Pencils,1,0.0002,0.1,71.56
"Angle-D Binders with Locking Rings, Label Holders",Panasonic KX TS3282B Corded phone,1,0.0002,0.1,166.97
"Angle-D Binders with Locking Rings, Label Holders","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1,0.0002,0.1,100.18
"Angle-D Binders with Locking Rings, Label Holders",Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1,0.0002,0.1,33.39
Angle-D Ring Binders,GBC Wire Binding Strips,1,0.0002,0.1667,166.97
Angle-D Ring Binders,Samsung Galaxy Note 3,1,0.0002,0.1667,278.28
Angle-D Ring Binders,Boston 1730 StandUp Electric Pencil Sharpener,1,0.0002,0.1667,278.28
Angle-D Ring Binders,Safco Contoured Stacking Chairs,1,0.0002,0.1667,104.35
Angle-D Ring Binders,"TOPS Voice Message Log Book, Flash Format",1,0.0002,0.1667,278.28
Anker 24W Portable Micro USB Car Charger,"BIC Brite Liner Highlighters, Chisel Tip",1,0.0002,0.5,417.42
Anker 24W Portable Micro USB Car Charger,GE 30524EE4,1,0.0002,0.5,278.28
Anker 24W Portable Micro USB Car Charger,LG Electronics Tone+ HBS-730 Bluetooth Headset,1,0.0002,0.5,626.12
Anker 24W Portable Micro USB Car Charger,SanDisk Cruzer 4 GB USB Flash Drive,1,0.0002,0.5,1252.25
Anker 24W Portable Micro USB Car Charger,GBC Standard Therm-A-Bind Covers,1,0.0002,0.5,208.71
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Staples,2,0.000399,0.3333,7.52
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1,0.0002,0.1667,92.76
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",1,0.0002,0.1667,139.14
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Xerox 1916,1,0.0002,0.1667,119.26
Anker Astro 15000mAh USB Portable Charger,GBC Prestige Therm-A-Bind Covers,2,0.000399,0.4,200.36
Anker Astro 15000mAh USB Portable Charger,Avery 508,1,0.0002,0.2,166.97
Anker Astro 15000mAh USB Portable Charger,Chromcraft Round Conference Tables,1,0.0002,0.2,77.06
Anker Astro 15000mAh USB Portable Charger,"Fellowes Mobile File Cart, Black",1,0.0002,0.2,100.18
Anker Astro 15000mAh USB Portable Charger,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,0.0002,0.2,83.48
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Bretford CR8500 Series Meeting Room Furniture,2,0.000399,0.5,417.42
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,"Global Manager's Adjustable Task Chair, Storm",1,0.0002,0.25,208.71
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1,0.0002,0.25,125.22
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Logitech Media Keyboard K200,1,0.0002,0.25,313.06
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Avery Durable Slant Ring Binders,1,0.0002,0.25,250.45
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Cisco 9971 IP Video Phone Charcoal,1,0.0002,0.2,500.9
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,LG G3,1,0.0002,0.2,250.45
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",1,0.0002,0.2,200.36
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",1,0.0002,0.2,143.11
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,"Plantronics CS 50-USB - headset - Convertible, Monaural",1,0.0002,0.2,200.36
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,JBL Micro Wireless Portable Bluetooth Speaker,1,0.0002,0.25,208.71
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Newell 312,1,0.0002,0.25,113.84
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Acco D-Ring Binder w/DublLock,1,0.0002,0.25,139.14
Apple EarPods with Remote and Mic,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",1,0.0002,0.25,417.42
Apple EarPods with Remote and Mic,"TOPS Voice Message Log Book, Flash Format",1,0.0002,0.25,417.42
Apple EarPods with Remote and Mic,"Acco Six-Outlet Power Strip, 4' Cord Length",1,0.0002,0.25,139.14
Apple EarPods with Remote and Mic,Hon 4-Shelf Metal Bookcases,1,0.0002,0.25,313.06
Apple EarPods with Remote and Mic,Poly Designer Cover & Back,1,0.0002,0.25,178.89
Apple iPhone 5,Belkin F5C206VTEL 6 Outlet Surge,1,0.0002,0.1667,119.26
Apple iPhone 5,Rediform Voice Mail Log Books,1,0.0002,0.1667,417.42
Apple iPhone 5,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",1,0.0002,0.1667,104.35
Apple iPhone 5,Advantus Push Pins,1,0.0002,0.1667,119.26
Apple iPhone 5,"Global Leather Task Chair, Black",1,0.0002,0.1667,104.35
Apple iPhone 5C,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1,0.0002,0.25,313.06
Apple iPhone 5C,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1,0.0002,0.25,208.71
Apple iPhone 5C,Newell 327,1,0.0002,0.25,313.06
Apple iPhone 5C,Newell 351,1,0.0002,0.25,178.89
Apple iPhone 5C,Staples,1,0.0002,0.25,5.64
Apple iPhone 5S,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1,0.0002,0.25,250.45
Apple iPhone 5S,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1,0.0002,0.25,125.22
Apple iPhone 5S,Plastic Stacking Crates & Casters,1,0.0002,0.25,313.06
Apple iPhone 5S,Xerox 216,1,0.0002,0.25,156.53
Apple iPhone 5S,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1,0.0002,0.25,208.71
Array Memo Cubes,Texas Instruments TI-34 Scientific Calculator,1,0.0002,0.3333,556.56
Array Memo Cubes,Avery Non-Stick Binders,1,0.0002,0.3333,83.48
Array Memo Cubes,Newell 334,1,0.0002,0.3333,278.28
Array Memo Cubes,Razer Kraken PRO Over Ear PC and Music Headset,1,0.0002,0.3333,208.71
Array Memo Cubes,"Tenex ""The Solids"" Textured Chair Mats",1,0.0002,0.3333,238.52
"Array Parchment Paper, Assorted Colors",Staples,1,0.0002,0.25,5.64
"Array Parchment Paper, Assorted Colors",HTC One Mini,1,0.0002,0.25,313.06
"Array Parchment Paper, Assorted Colors","Hon Metal Bookcases, Black",1,0.0002,0.25,250.45
"Array Parchment Paper, Assorted Colors",Okidata C331dn Printer,1,0.0002,0.25,250.45
"Array Parchment Paper, Assorted Colors",Safco Industrial Wire Shelving System,1,0.0002,0.25,156.53
Artistic Insta-Plaque,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1,0.0002,0.3333,333.93
Artistic Insta-Plaque,Belkin QODE FastFit Bluetooth Keyboard,1,0.0002,0.3333,834.83
Artistic Insta-Plaque,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0002,0.3333,185.52
Artistic Insta-Plaque,KI Conference Tables,1,0.0002,0.3333,208.71
Artistic Insta-Plaque,Longer-Life Soft White Bulbs,1,0.0002,0.3333,166.97
Assorted Color Push Pins,Avery Heavy-Duty EZD View Binder with Locking Rings,1,0.0002,0.125,62.61
Assorted Color Push Pins,Belkin Standard 104 key USB Keyboard,1,0.0002,0.125,104.35
Assorted Color Push Pins,JBL Micro Wireless Portable Bluetooth Speaker,1,0.0002,0.125,104.35
Assorted Color Push Pins,"Plantronics CS 50-USB - headset - Convertible, Monaural",1,0.0002,0.125,125.22
Assorted Color Push Pins,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,1,0.0002,0.125,78.27
Astroparche Fine Business Paper,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,1,0.0002,0.1667,139.14
Astroparche Fine Business Paper,Newell 35,1,0.0002,0.1667,92.76
Astroparche Fine Business Paper,Novimex Fabric Task Chair,1,0.0002,0.1667,92.76
Astroparche Fine Business Paper,Cisco 8x8 Inc. 6753i IP Business Phone System,1,0.0002,0.1667,139.14
Astroparche Fine Business Paper,Global Ergonomic Managers Chair,1,0.0002,0.1667,75.89
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Avery 50,1,0.0002,0.25,250.45
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Avery Durable Binders,1,0.0002,0.25,104.35
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Avery Flip-Chart Easel Binder, Black",1,0.0002,0.25,313.06
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",I.R.I.S IRISCard Anywhere 5 Card Scanner,1,0.0002,0.25,1252.25
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Logitech G19 Programmable Gaming Keyboard,1,0.0002,0.25,156.53
Ativa MDM8000 8-Sheet Micro-Cut Shredder,"Advantus Push Pins, Aluminum Head",1,0.0002,0.5,500.9
Ativa MDM8000 8-Sheet Micro-Cut Shredder,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",1,0.0002,0.5,500.9
Ativa MDM8000 8-Sheet Micro-Cut Shredder,Newell 351,1,0.0002,0.5,357.79
Ativa MDM8000 8-Sheet Micro-Cut Shredder,GBC Imprintable Covers,1,0.0002,0.5,313.06
Ativa MDM8000 8-Sheet Micro-Cut Shredder,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",1,0.0002,0.5,313.06
Ativa V4110MDD Micro-Cut Shredder,Staples,2,0.000399,1.0,22.56
Ativa V4110MDD Micro-Cut Shredder,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1,0.0002,0.5,313.06
Ativa V4110MDD Micro-Cut Shredder,KI Adjustable-Height Table,1,0.0002,0.5,139.14
Ativa V4110MDD Micro-Cut Shredder,Spigen Samsung Galaxy S5 Case Wallet,1,0.0002,0.5,500.9
Ativa V4110MDD Micro-Cut Shredder,Vtech CS6719,1,0.0002,0.5,357.79
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","GE 4 Foot Flourescent Tube, 40 Watt",1,0.0002,0.125,208.71
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4009 Highlighters by Sanford,1,0.0002,0.125,78.27
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1,0.0002,0.125,104.35
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,1,0.0002,0.125,62.61
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Xerox 205,1,0.0002,0.125,156.53
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",4009 Highlighters by Sanford,1,0.0002,0.1667,104.35
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1,0.0002,0.1667,104.35
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,1,0.0002,0.1667,83.48
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Xerox 205,1,0.0002,0.1667,208.71
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Plantronics Savi W720 Multi-Device Wireless Headset System,1,0.0002,0.1667,119.26
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,1,0.0002,0.125,208.71
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Maxell 4.7GB DVD+RW 3/Pack,1,0.0002,0.125,156.53
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Eldon Shelf Savers Cubes and Bins,1,0.0002,0.125,78.27
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",1,0.0002,0.125,208.71
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","Master Caster Door Stop, Brown",1,0.0002,0.125,69.57
Avanti 1.7 Cu. Ft. Refrigerator,Motorola HK250 Universal Bluetooth Headset,1,0.0002,0.25,139.14
Avanti 1.7 Cu. Ft. Refrigerator,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1,0.0002,0.25,250.45
Avanti 1.7 Cu. Ft. Refrigerator,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",1,0.0002,0.25,208.71
Avanti 1.7 Cu. Ft. Refrigerator,"SlimView Poly Binder, 3/8""",1,0.0002,0.25,178.89
Avanti 1.7 Cu. Ft. Refrigerator,Xerox 1966,1,0.0002,0.25,208.71
Avanti 4.4 Cu. Ft. Refrigerator,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,1,0.0002,0.1429,238.52
Avanti 4.4 Cu. Ft. Refrigerator,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,1,0.0002,0.1429,178.89
Avanti 4.4 Cu. Ft. Refrigerator,"Companion Letter/Legal File, Black",1,0.0002,0.1429,143.11
Avanti 4.4 Cu. Ft. Refrigerator,Eldon Wave Desk Accessories,1,0.0002,0.1429,51.11
Avanti 4.4 Cu. Ft. Refrigerator,"Performers Binder/Pad Holder, Black",1,0.0002,0.1429,89.45
Avaya 4621SW VoIP phone,"Master Caster Door Stop, Brown",1,0.0002,0.25,139.14
Avaya 4621SW VoIP phone,OtterBox Defender Series Case - Samsung Galaxy S4,1,0.0002,0.25,156.53
Avaya 4621SW VoIP phone,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",1,0.0002,0.25,1252.25
Avaya 5410 Digital phone,Avery Legal 4-Ring Binder,1,0.0002,0.25,313.06
Avaya 5410 Digital phone,Canon imageCLASS 2200 Advanced Copier,1,0.0002,0.25,250.45
Avaya 5410 Digital phone,Xerox 224,1,0.0002,0.25,208.71
Avaya 5410 Digital phone,"Alliance Big Bands Rubber Bands, 12/Pack",1,0.0002,0.25,313.06
Avaya 5410 Digital phone,Avery Durable Slant Ring Binders With Label Holder,1,0.0002,0.25,139.14
Avaya 5420 Digital phone,Avery 519,1,0.0002,0.3333,278.28
Avaya 5420 Digital phone,DAX Solid Wood Frames,1,0.0002,0.3333,556.56
Avaya 5420 Digital phone,Southworth 25% Cotton Premium Laser Paper and Envelopes,1,0.0002,0.3333,333.93
Avaya IP Phone 1140E VoIP phone,"Global Wood Trimmed Manager's Task Chair, Khaki",1,0.0002,1.0,357.79
Avaya IP Phone 1140E VoIP phone,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",1,0.0002,1.0,500.9
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Advantus Map Pennant Flags and Round Head Tacks,1,0.0002,0.5,417.42
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1,0.0002,0.5,500.9
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Fellowes Powershred HS-440 4-Sheet High Security Shredder,1,0.0002,0.5,834.83
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",GBC Recycled VeloBinder Covers,1,0.0002,0.5,313.06
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","Performers Binder/Pad Holder, Black",1,0.0002,0.5,313.06
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",3M Hangers With Command Adhesive,1,0.0002,0.1667,104.35
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack","Seth Thomas 14"" Day/Date Wall Clock",1,0.0002,0.1667,139.14
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Avery Recycled Flexi-View Covers for Binding Systems,1,0.0002,0.1667,119.26
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Cisco CP-7937G Unified IP Conference Station Phone,1,0.0002,0.1667,417.42
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",1,0.0002,0.1667,208.71
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","24 Capacity Maxi Data Binder Racks, Pearl",1,0.0002,0.0909,113.84
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Logitech Wireless Performance Mouse MX for PC and Mac,1,0.0002,0.0909,65.05
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Satellite Sectional Post Binders,1,0.0002,0.0909,41.4
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Wirebound Voice Message Log Book,1,0.0002,0.0909,227.68
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Hon 61000 Series Interactive Training Tables,1,0.0002,0.0909,50.6
Avery 473,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1,0.0002,0.1667,208.71
Avery 473,Xerox 226,1,0.0002,0.1667,75.89
Avery 473,Hon Rectangular Conference Tables,1,0.0002,0.1667,208.71
Avery 473,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1,0.0002,0.1667,83.48
Avery 473,Acme Value Line Scissors,1,0.0002,0.1667,83.48
Avery 474,Adjustable Depth Letter/Legal Cart,1,0.0002,0.1111,50.6
Avery 474,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",1,0.0002,0.1111,111.31
Avery 474,Xerox 227,1,0.0002,0.1111,69.57
Avery 474,Boston 19500 Mighty Mite Electric Pencil Sharpener,1,0.0002,0.1111,139.14
Avery 474,"Acco Six-Outlet Power Strip, 4' Cord Length",1,0.0002,0.1111,61.84
Avery 475,Staples,1,0.0002,0.25,5.64
Avery 475,Avery 476,1,0.0002,0.25,125.22
Avery 475,Logitech MX Performance Wireless Mouse,1,0.0002,0.25,178.89
Avery 475,Premium Transparent Presentation Covers by GBC,1,0.0002,0.25,125.22
Avery 475,Accohide Poly Flexible Ring Binders,1,0.0002,0.25,156.53
Avery 476,Aastra 57i VoIP phone,1,0.0002,0.1,71.56
Avery 476,Pizazz Global Quick File,1,0.0002,0.1,83.48
Avery 476,Zebra GX420t Direct Thermal/Thermal Transfer Printer,1,0.0002,0.1,166.97
Avery 476,GBC DocuBind TL200 Manual Binding Machine,1,0.0002,0.1,83.48
Avery 476,"Acme 10"" Easy Grip Assistive Scissors",1,0.0002,0.1,62.61
Avery 477,Avery Hanging File Binders,1,0.0002,0.25,208.71
Avery 477,DYMO CardScan Personal V9 Business Card Scanner,1,0.0002,0.25,417.42
Avery 477,"Executive Impressions 10"" Spectator Wall Clock",1,0.0002,0.25,250.45
Avery 477,Mophie Juice Pack Helium for iPhone,1,0.0002,0.25,208.71
Avery 477,Stacking Trays by OIC,1,0.0002,0.25,208.71
Avery 478,"Acme 10"" Easy Grip Assistive Scissors",1,0.0002,0.25,156.53
Avery 478,Advantus Panel Wall Certificate Holder - 8.5x11,1,0.0002,0.25,208.71
Avery 478,Avery 476,1,0.0002,0.25,125.22
Avery 478,Strathmore Photo Mount Cards,1,0.0002,0.25,139.14
Avery 479,Advantus T-Pin Paper Clips,1,0.0002,0.3333,333.93
Avery 48,"Dual Level, Single-Width Filing Carts",1,0.0002,0.3333,185.52
Avery 48,"Seth Thomas 14"" Putty-Colored Wall Clock",1,0.0002,0.3333,417.42
Avery 48,White Computer Printout Paper by Universal,1,0.0002,0.3333,208.71
