product_id,product_name,category,unit_price
TEC-PH-10003954,"Cisco Signal Booster, Cordless",Technology,139.212
FUR-FU-10000815,"Eldon Door Stop, Black",Furniture,36.6168
TEC-AC-10001611,"Memorex Numeric Keypad, Bluetooth",Technology,45.42
OFF-BI-10001973,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,27.45
TEC-PH-10002647,"Nokia Headset, VoIP",Technology,48.8
OFF-ST-10001752,"Tenex Shelving, Wire Frame",Office Supplies,48.357
OFF-PA-10001085,"Eaton Computer Printout Paper, Premium",Office Supplies,7.08
OFF-EN-10002891,"GlobeWeis Mailers, with clear poly window",Office Supplies,42.09
TEC-AC-10001616,"SanDisk Numeric Keypad, Erganomic",Technology,56.85
OFF-ST-10001753,"Eldon Shelving, Industrial",Office Supplies,48.9
OFF-EN-10001136,"Kraft Interoffice Envelope, Recycled",Office Supplies,24.2316
FUR-CH-10000969,"Hon Executive Leather Armchair, Red",Furniture,413.451
TEC-AC-10000398,"SanDisk Memory Card, Programmable",Technology,113.91
FUR-FU-10003273,"Tenex Frame, Duo Pack",Furniture,44.016
TEC-SAN-10004424,"SanDisk Router, Bluetooth",Technology,76.905
TEC-PH-10002218,"Apple Speaker Phone, Cordless",Technology,50.46
OFF-ST-10003089,"Tenex Lockers, Industrial",Office Supplies,81.852
FUR-CH-10003440,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,90.126
TEC-HP -10002307,"HP Fax and Copier, Laser",Technology,172.89
OFF-FA-10003897,"Stockwell Push Pins, Metal",Office Supplies,14.1
FUR-CH-10000790,"Hon Chairmat, Adjustable",Furniture,58.02
TEC-CO-10003268,"HP Fax and Copier, Color",Technology,174.33
TEC-AC-10002881,"Belkin Numeric Keypad, Bluetooth",Technology,34.65
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,112.648
TEC-CAN-10000932,"Canon Fax Machine, Color",Technology,95.949
TEC-AC-10002145,"Belkin Memory Card, Programmable",Technology,69.786
FUR-CH-10002335,"Hon Bag Chairs, Set of Two",Furniture,47.4
OFF-BI-10004227,"Avery Binding Machine, Economy",Office Supplies,48.84
TEC-CO-10003007,"Hewlett Fax and Copier, Color",Technology,77.46492
TEC-PH-10004263,"Cisco Signal Booster, with Caller ID",Technology,151.83
FUR-TA-10001237,"Barricks Coffee Table, Fully Assembled",Furniture,160.5741
TEC-AC-10001197,"Logitech Memory Card, Erganomic",Technology,67.46
FUR-DAN-10003011,"Dania Corner Shelving, Metal",Furniture,36.459
TEC-KON-10000562,"Konica Phone, Wireless",Technology,25.857
OFF-AP-10003800,"Cuisinart Coffee Grinder, White",Office Supplies,24.5
FUR-CH-10004009,"SAFCO Rocking Chair, Set of Two",Furniture,137.16
TEC-AC-10002852,"Belkin Memory Card, Erganomic",Technology,59.6886
FUR-BO-10004340,"Safco Classic Bookcase, Mobile",Furniture,235.024
FUR-CH-10002927,"Office Star Swivel Stool, Black",Furniture,154.359
OFF-AP-10001394,Harmony Air Purifier,Office Supplies,37.8
TEC-KON-10002034,"Konica Receipt Printer, Wireless",Technology,122.25
FUR-HON-10001847,"Hon Executive Leather Armchair, Adjustable",Furniture,181.884
FUR-BO-10004075,"Safco Floating Shelf Set, Metal",Furniture,78.48
OFF-EN-10003785,"GlobeWeis Mailers, Set of 50",Office Supplies,38.55
FUR-CH-10003760,"Office Star Bag Chairs, Set of Two",Furniture,51.921
FUR-BO-10003668,"Sauder Floating Shelf Set, Pine",Furniture,78.372
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,34.95
TEC-CO-10002089,"Brother Personal Copier, Laser",Technology,95.06948
TEC-PH-10003405,"Apple Office Telephone, Full Size",Technology,44.38
OFF-ST-10001941,"Rogers Lockers, Wire Frame",Office Supplies,140.46
FUR-CH-10002991,"Novimex Steel Folding Chair, Adjustable",Furniture,76.248
FUR-FU-10001746,"Advantus Stacking Tray, Durable",Furniture,26.37
OFF-LA-10004137,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,6.57
TEC-CAN-10004913,"Canon Copy Machine, Laser",Technology,262.14
FUR-RUB-10000501,"Rubbermaid Clock, Black",Furniture,50.16
TEC-MOT-10000851,"Motorola Headset, with Caller ID",Technology,79.74
FUR-FU-10002614,"Tenex Door Stop, Black",Furniture,43.89
OFF-SU-10002934,"Elite Shears, Serrated",Office Supplies,43.71
OFF-PA-10003134,Xerox 1937,Office Supplies,38.432
OFF-STI-10002245,"Stiletto Shears, Serrated",Office Supplies,44.79
OFF-SU-10000198,"Fiskars Scissors, Steel",Office Supplies,15.04
TEC-MA-10001305,"Okidata Card Printer, White",Technology,116.16
FUR-FU-10000612,"Tenex Frame, Black",Furniture,76.986
FUR-CH-10002890,"Office Star Chairmat, Adjustable",Furniture,68.31
TEC-CO-10004143,"HP Personal Copier, Color",Technology,79.2099
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,165.98
TEC-LOG-10004917,"Logitech Memory Card, Programmable",Technology,104.88
FUR-FU-10001246,"Advantus Frame, Durable",Furniture,97.335
TEC-PH-10001884,"Nokia Office Telephone, Full Size",Technology,49.815
TEC-MA-10003998,"Epson Card Printer, Wireless",Technology,33.99
OFF-SU-10003130,"Acme Trimmer, Serrated",Office Supplies,20.64
OFF-AP-10001559,"KitchenAid Blender, Black",Office Supplies,81.5724
OFF-AP-10004453,"Hoover Toaster, White",Office Supplies,54.52
FUR-BO-10001452,"Dania Stackable Bookrack, Pine",Furniture,124.11
FUR-FU-10004281,"Eldon Light Bulb, Erganomic",Furniture,23.82
OFF-SU-10002363,"Fiskars Letter Opener, Easy Grip",Office Supplies,17.73
TEC-MA-10003329,"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,23.992
TEC-PH-10002663,"Nokia Signal Booster, VoIP",Technology,68.295
FUR-CH-10000666,"SAFCO Chairmat, Black",Furniture,34.434
FUR-DAN-10002314,"Dania Stackable Bookrack, Traditional",Furniture,121.05
TEC-AC-10001666,"Memorex Numeric Keypad, Erganomic",Technology,46.71
FUR-FU-10003500,"Rubbermaid Photo Frame, Duo Pack",Furniture,51.81
FUR-CH-10004289,Global Super Steno Chair,Furniture,86.382
OFF-SU-10004283,"Elite Shears, Steel",Office Supplies,46.41
TEC-CO-10002110,"Brother Personal Copier, Color",Technology,96.02756
TEC-PH-10004503,"Apple Audio Dock, VoIP",Technology,44.528
OFF-LA-10002325,"Smead Removable Labels, Adjustable",Office Supplies,10.89
TEC-AC-10001754,"SanDisk Memory Card, Bluetooth",Technology,44.964
OFF-AP-10001335,"Hoover Toaster, Black",Office Supplies,83.07
FUR-ADV-10000600,"Advantus Clock, Duo Pack",Furniture,51.45
OFF-ST-10003811,"Smead Lockers, Single Width",Office Supplies,52.92
TEC-HP -10004801,"HP Personal Copier, High-Speed",Technology,122.49
OFF-SU-10001592,"Kleencut Letter Opener, Easy Grip",Office Supplies,27.06
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,83.36
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,59.994
FUR-BUS-10004854,"Bush Floating Shelf Set, Pine",Furniture,51.786
TEC-NOK-10000784,"Nokia Speaker Phone, Cordless",Technology,126.0
FUR-FU-10000705,"Advantus Frame, Black",Furniture,44.448
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,52.71
TEC-CO-10004185,"Sharp Personal Copier, High-Speed",Technology,78.6424
FUR-FU-10003512,"Eldon Stacking Tray, Erganomic",Furniture,27.108
OFF-HAM-10004805,"Hamilton Beach Coffee Grinder, White",Office Supplies,12.24
OFF-EN-10004212,"Kraft Manila Envelope, Recycled",Office Supplies,25.29
TEC-CO-10003992,"HP Ink, Color",Technology,117.126
OFF-EN-10001712,"Kraft Interoffice Envelope, Set of 50",Office Supplies,28.152
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,60.333
TEC-HEW-10000839,"Hewlett Wireless Fax, Color",Technology,152.652
TEC-OKI-10003433,"Okidata Card Printer, Wireless",Technology,175.83
TEC-CAN-10000030,"Canon Fax Machine, Laser",Technology,95.517
OFF-AP-10003577,"Cuisinart Blender, Black",Office Supplies,66.42
FUR-CH-10004609,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,100.38
OFF-AR-10001508,"BIC Canvas, Water Color",Office Supplies,30.1464
OFF-ST-10002822,"Tenex File Cart, Blue",Office Supplies,88.8
OFF-ST-10002460,"Rogers Shelving, Single Width",Office Supplies,41.44
OFF-AR-10001291,"Sanford Canvas, Fluorescent",Office Supplies,51.78
FUR-FU-10000368,"Deflect-O Frame, Durable",Furniture,107.07
OFF-EN-10004491,"Cameo Manila Envelope, Recycled",Office Supplies,25.8
FUR-NOV-10002333,"Novimex Steel Folding Chair, Black",Furniture,31.92
OFF-ST-10000917,"Fellowes File Cart, Wire Frame",Office Supplies,36.368
OFF-SU-10000650,"Acme Shears, Steel",Office Supplies,49.32
OFF-SU-10002710,"Fiskars Trimmer, High Speed",Office Supplies,21.15
OFF-PA-10003556,"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,8.184
FUR-CH-10003514,"Harbour Creations Rocking Chair, Set of Two",Furniture,59.736
TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Technology,34.392
TEC-PH-10003995,"Nokia Audio Dock, VoIP",Technology,141.8055
TEC-CO-10004171,"Sharp Fax and Copier, Digital",Technology,111.93568
OFF-EN-10003547,"Jiffy Interoffice Envelope, Set of 50",Office Supplies,46.44
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,43.184
TEC-HP -10000464,"HP Fax and Copier, Color",Technology,174.33
TEC-CO-10002493,"Hewlett Personal Copier, Color",Technology,96.94572
OFF-EN-10002955,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,49.98
OFF-PA-10003823,Xerox 197,Office Supplies,30.98
TEC-MOT-10001196,"Motorola Audio Dock, Cordless",Technology,52.866
OFF-ST-10003741,"Smead Lockers, Blue",Office Supplies,79.368
FUR-CH-10001317,"Harbour Creations Rocking Chair, Red",Furniture,88.254
TEC-NOK-10001319,"Nokia Headset, Full Size",Technology,74.4
TEC-AC-10004557,"Logitech Mouse, USB",Technology,29.49
FUR-OFF-10004495,"Office Star Swivel Stool, Black",Furniture,68.604
OFF-ELD-10004324,"Eldon File Cart, Blue",Office Supplies,126.96
TEC-BRO-10000381,"Brother Fax and Copier, Laser",Technology,76.596
FUR-DAN-10004940,"Dania Classic Bookcase, Metal",Furniture,123.066
TEC-PH-10000297,"Apple Office Telephone, with Caller ID",Technology,54.1824
TEC-CO-10004570,"Sharp Personal Copier, Digital",Technology,63.64848
FUR-BO-10004162,"Ikea Floating Shelf Set, Pine",Furniture,68.676
FUR-BO-10003903,"Dania 3-Shelf Cabinet, Pine",Furniture,71.4
TEC-PH-10003823,"Apple Headset, Full Size",Technology,61.8765
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,65.552
FUR-HAR-10004129,"Harbour Creations Swivel Stool, Set of Two",Furniture,54.711
TEC-MA-10004198,"Panasonic Card Printer, White",Technology,86.115
FUR-BO-10003706,"Sauder Stackable Bookrack, Pine",Furniture,74.085
TEC-EPS-10003277,"Epson Printer, White",Technology,104.412
TEC-MA-10002424,"StarTech Phone, Durable",Technology,37.32
OFF-ST-10004315,"Rogers Lockers, Blue",Office Supplies,116.391
TEC-HP -10004590,"HP Fax Machine, Color",Technology,90.414
FUR-FU-10003066,"Deflect-O Frame, Duo Pack",Furniture,44.04
TEC-PH-10002115,Plantronics 81402,Technology,65.99
FUR-CH-10000302,"Novimex Rocking Chair, Red",Furniture,35.048
OFF-EN-10003381,"Cameo Manila Envelope, Security-Tint",Office Supplies,29.4
FUR-FU-10004422,"Advantus Photo Frame, Erganomic",Furniture,51.6
OFF-SU-10004246,"Fiskars Letter Opener, Easy Grip",Office Supplies,19.7
OFF-BI-10003098,"Ibico Binding Machine, Economy",Office Supplies,42.6786
OFF-EN-10000561,"Ames Business Envelopes, Recycled",Office Supplies,10.224
TEC-AC-10001438,"SanDisk Flash Drive, Programmable",Technology,41.04
OFF-SU-10000256,"Acme Scissors, Steel",Office Supplies,24.84
OFF-PA-10003228,Xerox 1917,Office Supplies,48.91
FUR-BO-10004430,"Bush Floating Shelf Set, Metal",Furniture,170.73
OFF-BI-10001032,"Avery Binding Machine, Recycled",Office Supplies,40.836
TEC-CO-10002108,"Brother Personal Copier, Color",Technology,134.2269
FUR-SAF-10001956,"Safco Classic Bookcase, Metal",Furniture,131.283
TEC-AC-10004341,"Belkin Mouse, USB",Technology,40.92
TEC-MA-10002029,"StarTech Receipt Printer, Durable",Technology,99.63
FUR-TA-10002568,"Chromcraft Coffee Table, Rectangular",Furniture,172.029
FUR-FU-10002539,"Tenex Clock, Erganomic",Furniture,48.87
OFF-SU-10003624,"Stiletto Scissors, High Speed",Office Supplies,23.61
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,80.784
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,135.31
FUR-DAN-10001462,"Dania Stackable Bookrack, Pine",Furniture,36.882
OFF-ST-10001346,"Smead File Cart, Industrial",Office Supplies,51.36
OFF-ST-10002555,"Eldon Lockers, Industrial",Office Supplies,178.551
TEC-AC-10002357,"SanDisk Numeric Keypad, USB",Technology,35.44
OFF-BRE-10004211,"Breville Blender, White",Office Supplies,27.297
FUR-BAR-10004553,"Barricks Training Table, Rectangular",Furniture,126.348
OFF-ELD-10001694,"Eldon File Cart, Single Width",Office Supplies,127.92
FUR-FU-10000298,"Eldon Photo Frame, Duo Pack",Furniture,23.268
TEC-MA-10002435,"Epson Receipt Printer, Wireless",Technology,105.327
TEC-PH-10001478,"Nokia Headset, Full Size",Technology,61.752
FUR-CH-10000568,"Hon Bag Chairs, Black",Furniture,34.176
OFF-EN-10002671,"GlobeWeis Interoffice Envelope, with clear poly window",Office Supplies,27.2208
TEC-AC-10000926,NETGEAR RangeMax WNR1000 Wireless Router,Technology,19.992
FUR-CH-10001810,"Harbour Creations Chairmat, Red",Furniture,48.0
TEC-AC-10003334,"Logitech Numeric Keypad, Programmable",Technology,47.82
FUR-CH-10004365,"Novimex Rocking Chair, Black",Furniture,129.0
FUR-HON-10003137,"Hon Steel Folding Chair, Set of Two",Furniture,83.67
TEC-MA-10003198,"Konica Phone, White",Technology,71.91
OFF-EN-10000824,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,17.874
FUR-HON-10004632,"Hon Chairmat, Black",Furniture,53.1
FUR-FU-10000251,"Deflect-O Door Stop, Duo Pack",Furniture,29.34
TEC-PH-10002079,"Motorola Headset, with Caller ID",Technology,39.87
OFF-SU-10004938,"Fiskars Trimmer, Steel",Office Supplies,41.7
TEC-PH-10003487,"Motorola Office Telephone, with Caller ID",Technology,71.76
OFF-EN-10004755,"Cameo Business Envelopes, Set of 50",Office Supplies,20.49
FUR-TA-10000147,"Lesro Coffee Table, Rectangular",Furniture,49.914
TEC-CO-10003250,"Brother Personal Copier, Digital",Technology,142.53
OFF-AP-10003979,"KitchenAid Blender, Black",Office Supplies,64.66
OFF-AP-10003400,"Hamilton Beach Toaster, Black",Office Supplies,37.96
TEC-PH-10002806,"Apple Audio Dock, VoIP",Technology,125.235
OFF-FA-10003213,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,13.5
TEC-HP -10000081,"HP Ink, Color",Technology,39.042
OFF-EN-10000556,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,44.388
TEC-CO-10003448,"Canon Ink, Laser",Technology,147.15
OFF-BI-10000389,"Ibico Binding Machine, Clear",Office Supplies,42.2304
FUR-BO-10001874,"Sauder Corner Shelving, Pine",Furniture,133.785
TEC-PH-10001336,Digium D40 VoIP phone,Technology,103.192
OFF-BI-10003709,"Wilson Jones Binding Machine, Durable",Office Supplies,33.64
OFF-SU-10001980,"Acme Letter Opener, High Speed",Office Supplies,30.21
OFF-EN-10004684,"GlobeWeis Mailers, with clear poly window",Office Supplies,25.254
OFF-AR-10003629,"Boston Canvas, Water Color",Office Supplies,56.82
OFF-LA-10000861,"Avery Color Coded Labels, Alphabetical",Office Supplies,13.11
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,105.686
TEC-STA-10003447,"StarTech Printer, White",Technology,101.832
TEC-HEW-10002435,"Hewlett Personal Copier, Digital",Technology,43.173
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,120.784
FUR-SAF-10002557,"SAFCO Steel Folding Chair, Red",Furniture,85.71
FUR-CH-10000583,"Novimex Swivel Stool, Set of Two",Furniture,150.039
TEC-AC-10000332,"Logitech Keyboard, USB",Technology,36.33
TEC-PH-10000193,Jensen SMPS-640 - speaker phone,Technology,36.784
FUR-CH-10000430,"SAFCO Rocking Chair, Set of Two",Furniture,91.44
OFF-ST-10004381,"Smead Lockers, Industrial",Office Supplies,132.6
TEC-PH-10000437,"Cisco Signal Booster, VoIP",Technology,136.728
OFF-ST-10004947,"Fellowes File Cart, Industrial",Office Supplies,124.011
TEC-ENE-10000154,"Enermax Router, Bluetooth",Technology,258.33
OFF-AP-10001905,"KitchenAid Toaster, White",Office Supplies,69.2718
OFF-EN-10004784,"Kraft Business Envelopes, Recycled",Office Supplies,9.9852
FUR-FU-10000666,"Rubbermaid Frame, Black",Furniture,80.2197
TEC-AC-10002295,"Logitech Flash Drive, Bluetooth",Technology,30.51
TEC-SHA-10000971,"Sharp Fax Machine, Color",Technology,89.127
TEC-PH-10002570,"Samsung Headset, Full Size",Technology,37.245
OFF-SU-10004434,"Kleencut Box Cutter, Easy Grip",Office Supplies,19.2231
FUR-FU-10004823,"Advantus Clock, Erganomic",Furniture,20.004
FUR-BO-10003297,"Ikea 3-Shelf Cabinet, Metal",Furniture,56.76
TEC-MA-10003816,"Epson Calculator, White",Technology,29.88
FUR-BO-10003284,"Sauder Floating Shelf Set, Mobile",Furniture,78.84
FUR-FU-10004820,"Advantus Photo Frame, Erganomic",Furniture,51.6
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,52.49
FUR-LES-10003538,"Lesro Coffee Table, Fully Assembled",Furniture,101.388
TEC-BRO-10000374,"Brother Ink, Laser",Technology,147.3
OFF-EN-10004521,"Ames Manila Envelope, Security-Tint",Office Supplies,27.09
FUR-SAU-10000209,"Sauder Corner Shelving, Metal",Furniture,44.028
OFF-SU-10001455,"Acme Box Cutter, Easy Grip",Office Supplies,39.42
TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Technology,112.17
OFF-AP-10002568,"Hamilton Beach Toaster, Black",Office Supplies,56.94
TEC-PH-10001382,"Apple Office Telephone, Cordless",Technology,61.317
TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,37.99
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,52.792
TEC-PH-10000526,Vtech CS6719,Technology,57.594
TEC-STA-10003330,"StarTech Printer, Red",Technology,101.328
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,55.29
OFF-AP-10000981,"Hoover Coffee Grinder, Red",Office Supplies,34.395
FUR-BO-10001746,"Dania 3-Shelf Cabinet, Pine",Furniture,85.68
FUR-CH-10004151,"Harbour Creations Steel Folding Chair, Red",Furniture,26.104
TEC-AC-10000218,"SanDisk Numeric Keypad, USB",Technology,31.896
TEC-PH-10003620,"Apple Signal Booster, Cordless",Technology,118.575
TEC-PH-10004959,"Motorola Audio Dock, with Caller ID",Technology,173.37
OFF-EN-10001315,"Jiffy Manila Envelope, Security-Tint",Office Supplies,28.41
OFF-PA-10002968,Xerox 1973,Office Supplies,18.272
FUR-NOV-10002791,"Novimex Swivel Stool, Set of Two",Furniture,66.684
TEC-CO-10003298,"Hewlett Wireless Fax, Digital",Technology,322.8555
OFF-AP-10001670,"Hoover Coffee Grinder, White",Office Supplies,56.8905
OFF-ST-10002292,"Fellowes Lockers, Single Width",Office Supplies,207.36
FUR-BO-10002738,"Sauder Corner Shelving, Mobile",Furniture,74.91
OFF-BI-10004328,"Wilson Jones Binding Machine, Economy",Office Supplies,24.48
OFF-ST-10004739,"Rogers Folders, Industrial",Office Supplies,28.053
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,15.824
TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,39.992
TEC-CIS-10003501,"Cisco Signal Booster, Full Size",Technology,61.248
TEC-APP-10004049,"Apple Speaker Phone, Cordless",Technology,126.15
TEC-CO-10003982,"HP Ink, High-Speed",Technology,114.21
OFF-SU-10004814,"Fiskars Shears, High Speed",Office Supplies,47.64
TEC-PAN-10003382,"Panasonic Card Printer, Durable",Technology,52.182
TEC-AC-10004051,"Enermax Flash Drive, Programmable",Technology,28.68
TEC-CO-10000791,"Sharp Personal Copier, Laser",Technology,75.6
FUR-OFF-10001125,"Office Star Rocking Chair, Adjustable",Furniture,143.4
FUR-ADV-10001283,"Advantus Frame, Black",Furniture,33.336
FUR-BO-10000378,"Bush Floating Shelf Set, Pine",Furniture,69.048
OFF-PA-10002043,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,26.28
TEC-MA-10004482,"Panasonic Card Printer, White",Technology,155.007
FUR-CH-10004339,"SAFCO Steel Folding Chair, Red",Furniture,77.139
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,56.944
FUR-CH-10004826,"Hon Steel Folding Chair, Set of Two",Furniture,61.0791
TEC-CO-10004901,"HP Fax and Copier, Laser",Technology,115.02948
OFF-AP-10004946,"KitchenAid Toaster, Black",Office Supplies,76.275
FUR-BO-10002032,"Ikea Stackable Bookrack, Pine",Furniture,111.537
OFF-EN-10000947,"GlobeWeis Mailers, Security-Tint",Office Supplies,40.95
OFF-AR-10003738,"Boston Canvas, Fluorescent",Office Supplies,54.9
OFF-BI-10003879,"Ibico Binder Covers, Economy",Office Supplies,13.65
FUR-CH-10003540,"Office Star Bag Chairs, Set of Two",Furniture,28.845
OFF-BI-10001984,"Ibico Binding Machine, Economy",Office Supplies,51.42
FUR-FU-10004497,"Tenex Door Stop, Erganomic",Furniture,25.506
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,101.592
TEC-CO-10001818,"Sharp Wireless Fax, Digital",Technology,94.34192
FUR-FU-10002837,"Advantus Frame, Duo Pack",Furniture,44.472
OFF-ST-10000095,"Fellowes File Cart, Industrial",Office Supplies,124.011
TEC-MA-10000473,"Epson Receipt Printer, Durable",Technology,97.2345
TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,20.0
FUR-SAF-10003819,"SAFCO Swivel Stool, Set of Two",Furniture,170.19
FUR-CH-10003874,"Hon Chairmat, Red",Furniture,14.808
TEC-CO-10001595,"Brother Copy Machine, Color",Technology,105.14036
TEC-AC-10004679,"Enermax Flash Drive, Programmable",Technology,43.02
OFF-ST-10004191,"Tenex Lockers, Blue",Office Supplies,122.49
FUR-IKE-10003796,"Ikea Stackable Bookrack, Metal",Furniture,122.04
OFF-AP-10004569,"Hoover Coffee Grinder, Red",Office Supplies,27.516
FUR-CH-10001802,"Novimex Rocking Chair, Black",Furniture,51.6
OFF-AP-10002017,"Cuisinart Blender, Red",Office Supplies,55.6017
OFF-SAN-10001094,"SanDisk Memo Slips, 8.5 x 11",Office Supplies,21.12
FUR-CH-10004992,"Hon Bag Chairs, Red",Furniture,12.04
OFF-AP-10002226,"Hoover Blender, Black",Office Supplies,80.178
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,34.352
OFF-EN-10002035,"Kraft Mailers, Set of 50",Office Supplies,33.885
TEC-CO-10001846,"Hewlett Fax and Copier, Digital",Technology,121.2813
TEC-MA-10002710,"Okidata Printer, Durable",Technology,53.724
TEC-AC-10002850,"Enermax Memory Card, Bluetooth",Technology,60.6267
FUR-BO-10000895,"Sauder Corner Shelving, Metal",Furniture,146.76
TEC-PH-10000026,"Nokia Office Telephone, Cordless",Technology,67.98
FUR-CH-10002966,"Harbour Creations Swivel Stool, Red",Furniture,135.09
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,35.994
OFF-ST-10000288,"Fellowes Lockers, Industrial",Office Supplies,187.029
TEC-PH-10003772,"Cisco Headset, Cordless",Technology,82.161
OFF-FA-10001152,"Stockwell Clamps, Metal",Office Supplies,18.96
TEC-AC-10004406,"Memorex Keyboard, USB",Technology,71.55
OFF-PA-10000423,"Enermax Computer Printout Paper, Recycled",Office Supplies,28.38
TEC-AC-10003904,"SanDisk Keyboard, USB",Technology,81.69
OFF-EN-10003540,"Cameo Mailers, Set of 50",Office Supplies,38.16
FUR-BUS-10002192,"Bush 3-Shelf Cabinet, Metal",Furniture,142.83
FUR-CH-10001455,"Office Star Swivel Stool, Adjustable",Furniture,47.048
OFF-PA-10000562,"Enermax Message Books, Multicolor",Office Supplies,23.91
OFF-AP-10002371,"KitchenAid Blender, Silver",Office Supplies,98.85
FUR-CH-10000689,"SAFCO Chairmat, Red",Furniture,35.892
FUR-FU-10001015,"Eldon Stacking Tray, Black",Furniture,18.9
TEC-CO-10004521,"HP Personal Copier, Laser",Technology,82.69428
OFF-ST-10001534,"Smead Folders, Industrial",Office Supplies,14.9151
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,67.176
TEC-HP -10001905,"HP Personal Copier, Laser",Technology,124.29
TEC-PH-10003062,"Apple Audio Dock, Full Size",Technology,168.18
OFF-ST-10003141,"Fellowes Trays, Industrial",Office Supplies,57.87
OFF-EN-10002081,"Jiffy Mailers, Set of 50",Office Supplies,18.585
OFF-AR-10004139,"Stanley Sketch Pad, Easy-Erase",Office Supplies,26.82
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,48.94
OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,35.51
OFF-ELD-10001318,"Eldon Lockers, Industrial",Office Supplies,59.517
FUR-IKE-10003576,"Ikea Floating Shelf Set, Pine",Furniture,171.69
OFF-PA-10000655,"Enermax Parchment Paper, Multicolor",Office Supplies,16.8
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,63.2
FUR-CH-10003853,"Harbour Creations Steel Folding Chair, Red",Furniture,39.156
OFF-SU-10004230,"Kleencut Scissors, Serrated",Office Supplies,18.99
FUR-FU-10003094,"Eldon Clock, Erganomic",Furniture,55.14
TEC-MA-10000711,"StarTech Receipt Printer, Durable",Technology,22.14
FUR-CH-10004606,"Hon Rocking Chair, Red",Furniture,52.248
TEC-PH-10004006,Panasonic KX - TS880B Telephone,Technology,41.22
OFF-ST-10003256,"Eldon Shelving, Wire Frame",Office Supplies,25.1697
OFF-AR-10002022,"Stanley Sketch Pad, Water Color",Office Supplies,42.849
OFF-ELD-10001477,"Eldon Lockers, Single Width",Office Supplies,197.94
FUR-BO-10002008,"Bush Stackable Bookrack, Traditional",Furniture,65.584
FUR-BO-10002352,"Ikea 3-Shelf Cabinet, Mobile",Furniture,57.984
OFF-AP-10002344,"Hoover Microwave, Silver",Office Supplies,123.756
OFF-AR-10002816,"Boston Canvas, Blue",Office Supplies,53.64
OFF-XER-10004820,"Xerox Computer Printout Paper, Premium",Office Supplies,26.34
TEC-AC-10001089,"Enermax Keyboard, Erganomic",Technology,81.27
FUR-BO-10003408,"Ikea 3-Shelf Cabinet, Metal",Furniture,131.967
TEC-PH-10000100,"Motorola Office Telephone, Full Size",Technology,48.7
OFF-EN-10001038,"Jiffy Mailers, Set of 50",Office Supplies,37.17
